,1,37,42
0,-135.27836734969793,-200.48856895456794,-168.5350386269593
1,-170.81609081350948,-156.44197925407525,-132.8133169466529
2,-116.92989372037502,-173.06606876616303,-91.92766569719751
3,-104.33457954050891,-131.6948790259922,-120.18215387751226
4,-92.42905704578405,-95.68905604565575,-128.67388703516684
5,-70.31484129314,-67.233739491269,-82.67377261215236
6,-60.618766889401044,-81.50288511822488,-102.15597321626737
7,-78.6457323700751,-33.039885176358275,-87.2711097634683
8,-51.67765585231432,-61.30782447665524,-70.5109518489106
9,-79.94302830889599,-54.52254357161628,-72.25834865271456
10,-43.776903125787456,-21.894694766449735,-56.4919737360917
11,5.199831687499375,-13.471678953334935,-55.70919131821181
12,-19.711019614870178,19.951985179060944,-52.54344692226035
13,24.30546290442778,44.16526900968938,-22.882348999695697
14,60.1352047841727,74.6146045591869,-33.832526474216465
15,70.51279195340489,64.40488000667955,-0.11028326180215302
16,100.29025500270347,133.82244937510194,25.146630977701125
17,88.2679431850936,88.11304054533893,19.324190179359118
18,-107.38720913228649,55.97232378124487,63.56891317666928
19,54.75783869646815,115.91519653154542,87.07235528702431
20,13.226030623915154,88.7024500091826,56.59320891267315
21,-4.59011788484718,78.25533072332865,77.02892079377227
22,106.21837862513011,119.74456035205235,55.244229750977695
23,108.06202930996153,126.1198703221653,69.49305884449015
24,141.21999494253853,124.67563049492385,120.28140813710122
25,126.54939454051483,160.01006146162692,100.57700281168312
26,118.09570452675794,119.12835310919941,27.148405010845504
27,136.79392446233595,64.18096969204227,55.715708800595976
28,156.36091410626682,33.41573384625166,44.56781812438622
29,151.631185065344,76.86071209757844,31.48723173829645
30,147.50659708989687,90.39455340162839,60.17638446214782
31,139.48625160661902,111.79231772129393,78.0005135205569
32,138.34457914426153,105.6125757936317,99.13788220228462
33,163.8603359443307,140.72304151782345,146.91168812882785
34,158.37773977843682,123.32984573260123,158.67125449256704
35,158.91122083018666,127.94084320828169,159.48039715347807
36,171.59419640443542,85.45770229879466,153.00549005113461
37,169.62820383770733,114.12757331978646,139.65960535459598
38,169.57108413423651,89.28087835849725,148.3352682464435
39,231.2673566592489,89.69161928342733,121.24222210908724
40,174.96235153603925,122.20025581070172,131.66685543138323
41,226.99681655030872,82.29441701440416,135.54364388256937
42,92.28134276909284,139.2887077499231,53.089275866637784
43,118.85995992848333,142.32047386976973,77.04310508215444
44,96.99797908609608,40.761150819311496,97.62809352803968
45,123.84694736182564,21.935148999067998,110.38262756790338
46,146.45043391302175,-2.782963544473533,144.71912338236075
47,137.33107831095032,158.42020193425967,132.53427112585922
48,160.00843220764267,124.3614570969205,43.642963377754064
49,134.4339363113641,122.39544816932748,84.95405254998175
50,154.27476696991621,89.19423721992513,85.56545391630428
51,149.71007748959556,93.49816210264947,118.10485811102046
52,114.72024467468277,121.60543713082025,89.57359304061808
53,119.83216070216406,134.60821315249916,39.45750612540705
54,139.42411856081648,121.32081259554835,105.32475089580453
55,104.69283614019096,137.07407423054826,69.14889344741691
56,138.81346403009098,138.02218813921257,81.81200785666087
57,109.03546692238865,120.84255732225907,80.70775262609483
58,143.15694539120028,122.82105889930604,115.43356094098621
59,163.494387597298,138.0925673603736,67.38476969386281
60,160.59444263242636,95.14803551183762,45.39280190621177
61,135.0788706908812,119.7040172097405,23.867431473849514
62,142.80914638510015,149.5726072916655,59.16793894510668
63,112.36328445966058,92.53762466598837,52.43895273350796
64,182.26979378150256,106.69505367351967,78.55348295004642
65,202.2598787833594,80.13033084371258,99.92515830664294
66,276.6124058451047,101.30805259527334,131.9752101976957
67,274.0517628706155,142.32356766161723,149.94770744481
68,264.69800563324736,142.86227583020053,94.56992309365728
69,245.52662337207306,140.35539613080067,107.86522257945337
70,245.15501641197812,134.96190653859713,135.16603327574947
71,236.2367512885432,157.55880769399167,154.19021235419137
72,247.11803036827382,154.72204551014534,132.97924606194582
73,259.02140023726,138.41685750937978,135.5854009777748
74,157.46895658351238,174.21888106546902,163.98584995632524
75,215.18548449872696,210.10117390021497,163.64742749109914
76,176.03769793048906,224.68590147795794,166.0146142793441
77,187.35489874162664,202.42274624397106,183.11249252813207
78,244.95772346323915,199.84643637635676,195.21190011149034
79,217.84355846723543,204.6154846228204,220.71893874278635
80,247.39763717989513,244.48721658643998,202.79055085080194
81,254.11286041774753,244.95039288712888,176.93692826010368
82,259.8578329659696,190.3854087962123,143.6098314236671
83,272.2399946267115,239.36877948371043,117.03918394674163
84,257.3126687143466,249.21158567429288,164.00081557042864
85,262.10455566744196,273.84203804177,146.40802934038908
86,269.0795089665553,131.11693418414924,181.86248483085234
87,273.4147281975737,219.86726825133024,194.52926465872503
88,261.6366442359753,226.2558511778922,246.22303945120174
89,275.96080610941965,233.44987853982047,200.33327281130573
90,280.1136545658584,262.97356148304294,267.36843781554137
91,242.23070385763572,243.3832837744404,227.64796522667288
92,211.79742818208405,229.00875082476097,216.95434795108457
93,203.8611756532136,259.701913428236,261.86471046530005
94,277.4936189564688,271.79952826779515,239.23404473804968
95,248.15969291839883,277.3940730745776,253.2865104032682
96,203.44571361815278,257.3274880706815,250.74870624015443
