,1,37,42
0,-13.471533042263955,-13.821334179620145,-14.033055376721308
1,-13.280333429393366,-13.552153518750796,-13.974867843878858
2,-13.226333736008003,-13.646235435894603,-13.66708256010375
3,-13.429798027191048,-13.750255232177501,-13.809414537343862
4,-13.51781455223093,-13.597588709938034,-13.885471018081466
5,-13.538810663317037,-13.541508152175957,-13.766219396332502
6,-13.50799790000533,-13.674870905497837,-13.717925723569893
7,-13.529924570454344,-13.69637043767883,-13.777859626350525
8,-13.619519890260179,-13.558244364920345,-13.649777812193557
9,-13.467010350033538,-13.493709434946874,-13.608656911589907
10,-13.439834611895792,-13.448327615742965,-13.556228700602475
11,-13.439692505158595,-13.527152661167584,-13.584340752397518
12,-13.424896728549552,-13.549363769715121,-13.56641480790863
13,-13.511254419294115,-13.548756182913186,-13.58999121847952
14,-13.510660131320327,-13.547103907366255,-13.661759023588067
15,-13.531587317138072,-13.585053520055606,-13.7037343770433
16,-13.51735850560559,-13.523354834536855,-13.667511614030174
17,-13.452014418326971,-13.50235423757014,-13.662066916493162
18,-13.462220219734922,-13.516040428005239,-13.650736169172403
19,-13.452436612898818,-13.526562511250694,-13.664980894329503
20,-13.456323513423886,-13.50914460839077,-13.66810876468267
21,-13.450787240241306,-13.510448683091575,-13.649517297135901
22,-13.47210874227679,-13.5122430460621,-13.662583331429426
23,-13.454813081158633,-13.545538227571898,-13.65790311675651
24,-13.457323908406028,-13.520671451731541,-13.65215185875908
25,-13.456178493324218,-13.534470739080298,-13.651690894016077
26,-13.445642982133657,-13.53825221780232,-13.660221297108134
27,-13.430778688083935,-13.529657101262183,-13.669942860865849
28,-13.449932304416647,-13.544655402180934,-13.644754030083298
29,-13.453505853727856,-13.525829069488246,-13.654203725130156
30,-13.46581991037797,-13.533809588781825,-13.674216873932535
31,-13.49178500103219,-13.527005504351685,-13.666332105802631
32,-13.496656505820656,-13.544687745257232,-13.63988009326075
33,-13.497598460329925,-13.549248998345993,-13.640424260338841
34,-13.4908938833174,-13.541565239870778,-13.624083196057379
35,-13.516935053086389,-13.554774782677354,-13.607127177598976
36,-13.513245313007998,-13.54631104226616,-13.604241659633212
37,-13.531791620141728,-13.553529812297848,-13.600872001963454
38,-13.53118281237801,-13.577071433580814,-13.612514446604582
39,-13.52856643555335,-13.578927682094587,-13.62778731177374
40,-13.508749219136012,-13.591272315847116,-13.608593817598543
41,-13.519131550514105,-13.609689554796153,-13.614199846948173
42,-13.526738094990598,-13.603697647536256,-13.628404049775499
43,-13.51943731318023,-13.634310172104604,-13.632522934826433
44,-13.532300431017077,-13.63455682015406,-13.611696331109375
45,-13.548590449006845,-13.625262555714949,-13.57633653667898
46,-13.548179458297637,-13.627330837404307,-13.57167766163299
47,-13.535907447817133,-13.623985808829183,-13.578017369882962
48,-13.552116784418489,-13.611726291135056,-13.583206287403803
49,-13.558167844689956,-13.606599133129288,-13.583281920815224
50,-13.528776665934052,-13.599126275850338,-13.570672004347056
51,-13.525601857405793,-13.598683525502677,-13.588781028181408
52,-13.519602459954685,-13.597781362990801,-13.592348337291345
53,-13.511982914620967,-13.579789531408048,-13.592682032076835
54,-13.5030428755774,-13.566241321143647,-13.59684016897154
55,-13.501609805633361,-13.581216368973061,-13.591988585498939
56,-13.483634358331646,-13.562176621816606,-13.605631200430398
57,-13.484490048038248,-13.573561614110664,-13.61433361628172
58,-13.489687746009857,-13.564350017891295,-13.624479041911448
59,-13.478893655016163,-13.557577389068959,-13.613640783638703
60,-13.485543553888432,-13.551808642930563,-13.613810763772548
61,-13.499242326807378,-13.536713228916073,-13.63265160565239
62,-13.490539361654164,-13.52823352478837,-13.627199401467808
63,-13.501453262967122,-13.53720627997111,-13.629489700468792
64,-13.499641859145255,-13.533778615703396,-13.635726750039536
65,-13.492446963290826,-13.540399041483996,-13.632151930064007
66,-13.48337205201238,-13.541452668108887,-13.630480553094298
67,-13.47599705081497,-13.540205873711976,-13.627356861638045
68,-13.493832646525739,-13.545076379802598,-13.628603663353024
69,-13.497354569075501,-13.551310377410253,-13.63790591678334
70,-13.506900867169874,-13.557422503340467,-13.649838994124682
71,-13.496150570190597,-13.547994538768027,-13.645413405781584
72,-13.506355261746489,-13.542406479728866,-13.649515886992942
73,-13.495692041103585,-13.549019390289843,-13.66240032521344
74,-13.489932340061063,-13.55479080606931,-13.651958713013853
75,-13.499874334363213,-13.560835285077758,-13.64365629986669
76,-13.504389063519218,-13.570997820835952,-13.649701775766847
77,-13.517240530614995,-13.580792715465881,-13.6446015631106
78,-13.518826353193488,-13.584672554779408,-13.641742931196088
79,-13.52942336145291,-13.588555289125697,-13.641737979315252
80,-13.521345809074178,-13.601029582337745,-13.640836146658655
81,-13.529377069621397,-13.613281113303307,-13.650176143425675
82,-13.530286150908053,-13.618902115540344,-13.663361063832568
83,-13.539233802912086,-13.612786873438381,-13.669549333801596
84,-13.533701473005156,-13.617723340227384,-13.67844416616144
85,-13.526387688972614,-13.627475846260095,-13.685405563321751
86,-13.530459791808271,-13.62526673108686,-13.692524962745088
87,-13.53413432143252,-13.630384263533005,-13.693749421901446
88,-13.526886126805605,-13.639753075121842,-13.709223794492525
89,-13.535818369447215,-13.637812569126178,-13.71365260695461
90,-13.533390322927136,-13.634474257584538,-13.71607056256681
91,-13.526814826245085,-13.636889934601502,-13.728174957884752
92,-13.536970389035872,-13.631286379045774,-13.73208558714384
93,-13.54521866613572,-13.642879107195702,-13.721755208901946
94,-13.546068738624587,-13.639790965783371,-13.710053924417082
95,-13.549620610082805,-13.650095570174656,-13.713588969153795
96,-13.550982818881447,-13.652358016961728,-13.70920937413681
97,-13.564958316930966,-13.646233106381338,-13.707865041997644
98,-13.57929333595114,-13.63941297304233,-13.706054719832826
99,-13.58164819890368,-13.638172799872368,-13.710594399226057
