Episode,Run 1,Run 2,Run 3
9384,50,91,30
9385,66,100,81
9386,60,133,85
9387,73,98,34
9388,69,52,68
9389,64,81,55
9390,50,74,32
9391,57,148,38
9392,61,38,106
9393,54,156,67
9394,57,119,34
9395,74,108,68
9396,56,105,49
9397,66,74,82
9398,64,39,55
9399,52,82,35
9400,57,90,55
9401,81,98,98
9402,51,90,27
9403,60,61,66
9404,68,105,57
9405,59,99,31
9406,65,114,74
9407,68,73,70
9408,90,132,72
9409,66,74,76
9410,68,35,72
9411,68,69,67
9412,68,112,39
9413,86,80,33
9414,44,117,86
9415,61,96,33
9416,66,86,85
9417,79,80,68
9418,57,118,32
9419,98,71,55
9420,65,80,64
9421,65,45,59
9422,67,88,71
9423,69,83,55
9424,80,84,57
9425,51,109,31
9426,71,136,30
9427,66,83,27
9428,68,35,63
9429,70,46,51
9430,60,98,130
9431,97,71,66
9432,55,92,54
9433,53,84,54
9434,102,86,66
9435,57,118,30
9436,74,30,64
9437,63,96,57
9438,73,66,58
9439,63,103,59
9440,62,105,76
9441,98,32,55
9442,69,115,85
9443,60,84,65
9444,54,101,118
9445,63,83,68
9446,50,79,50
9447,62,126,79
9448,57,105,33
9449,47,121,73
9450,61,123,58
9451,69,71,63
9452,94,102,56
9453,73,121,66
9454,115,66,59
9455,48,72,61
9456,73,77,31
9457,67,129,34
9458,60,75,29
9459,85,39,69
9460,70,83,34
9461,58,98,67
9462,62,84,33
9463,71,78,75
9464,72,43,62
9465,61,32,77
9466,60,96,64
9467,63,49,79
9468,62,104,62
9469,88,68,77
9470,69,98,64
9471,66,138,31
9472,44,135,63
9473,69,146,60
9474,72,120,57
9475,66,37,85
9476,82,82,33
9477,67,106,111
9478,100,37,80
9479,43,69,33
9480,88,77,70
9481,80,91,33
9482,62,144,35
9483,64,69,86
9484,57,124,43
9485,69,100,32
9486,62,107,66
9487,53,138,64
9488,63,122,67
9489,62,92,34
9490,52,76,62
9491,67,83,27
9492,67,37,65
9493,86,107,161
9494,78,79,74
9495,63,171,68
9496,94,45,32
9497,83,70,69
9498,59,96,49
9499,67,93,89
9500,57,165,30
9501,60,139,95
9502,68,138,68
9503,77,125,53
9504,72,68,78
9505,66,84,56
9506,63,58,57
9507,52,71,58
9508,46,92,39
9509,57,105,27
9510,102,119,51
9511,75,147,42
9512,67,100,30
9513,68,80,64
9514,101,83,74
9515,58,72,111
9516,63,72,27
9517,80,69,48
9518,68,156,66
9519,64,107,30
9520,54,113,102
9521,62,88,29
9522,74,84,30
9523,54,89,59
9524,77,89,72
9525,65,78,109
9526,67,80,61
9527,66,130,30
9528,54,70,30
9529,104,91,34
9530,72,104,59
9531,50,92,73
9532,48,96,75
9533,69,85,39
9534,83,92,35
9535,72,96,55
9536,67,79,32
9537,57,82,31
9538,84,73,115
9539,62,67,58
9540,51,53,50
9541,58,64,28
9542,70,47,50
9543,54,86,73
9544,51,92,73
9545,93,125,62
9546,46,100,63
9547,59,146,32
9548,91,83,56
9549,59,107,57
9550,69,101,77
9551,65,103,70
9552,73,97,37
9553,55,100,62
9554,63,39,63
9555,54,79,60
9556,56,69,76
9557,75,85,51
9558,94,74,74
9559,88,97,33
9560,63,86,37
9561,47,37,60
9562,63,112,32
9563,65,128,53
9564,61,47,88
9565,64,94,61
9566,49,96,30
9567,85,33,36
9568,47,97,64
9569,68,141,71
9570,60,106,68
9571,52,98,30
9572,57,103,67
9573,61,145,71
9574,71,84,65
9575,58,86,39
9576,59,74,36
9577,62,72,56
9578,56,152,71
9579,71,93,43
9580,100,49,78
9581,64,70,38
9582,45,92,52
9583,61,33,35
9584,54,145,32
9585,50,67,63
9586,59,69,49
9587,82,76,69
9588,76,86,61
9589,57,104,43
9590,65,49,71
9591,57,104,57
9592,66,69,79
9593,50,110,32
9594,82,72,65
9595,64,71,61
9596,50,93,28
9597,70,49,72
9598,69,61,58
9599,68,30,59
9600,75,82,51
9601,65,104,74
9602,51,97,50
9603,58,196,41
9604,84,119,64
9605,71,73,32
9606,57,128,70
9607,69,76,32
9608,63,57,30
9609,84,111,80
9610,45,103,39
9611,73,102,74
9612,69,84,38
9613,54,129,33
9614,63,78,45
9615,69,123,63
9616,67,98,73
9617,66,34,69
9618,57,117,92
9619,63,148,68
9620,44,116,33
9621,49,93,31
9622,87,78,46
9623,67,88,53
9624,56,99,68
9625,73,85,123
9626,68,83,33
9627,58,107,30
9628,60,90,89
9629,71,86,93
9630,77,87,73
9631,60,116,54
9632,51,80,63
9633,62,78,131
9634,57,104,68
9635,72,139,37
9636,48,78,61
9637,57,33,164
9638,64,98,53
9639,68,94,29
9640,64,70,72
9641,82,82,108
9642,72,94,69
9643,68,104,42
9644,70,193,144
9645,66,100,35
9646,68,93,48
9647,54,100,26
9648,79,72,59
9649,109,98,36
9650,69,169,58
9651,91,75,59
9652,59,125,55
9653,45,75,37
9654,50,93,79
9655,61,69,82
9656,67,99,32
9657,57,75,92
9658,51,43,66
9659,71,55,52
9660,56,66,42
9661,64,72,58
9662,62,135,32
9663,73,131,77
9664,88,143,38
9665,55,69,60
9666,63,97,80
9667,68,87,76
9668,75,155,32
9669,83,76,92
9670,62,69,51
9671,76,120,32
9672,74,86,46
9673,89,51,55
9674,49,171,28
9675,75,134,26
9676,66,85,36
9677,65,110,39
9678,61,73,71
9679,72,108,83
9680,70,92,34
9681,97,109,65
9682,62,138,44
9683,76,53,58
9684,83,108,70
9685,90,112,28
9686,79,108,62
9687,61,78,31
9688,65,125,90
9689,68,63,120
9690,57,86,77
9691,52,84,64
9692,62,103,118
9693,59,111,64
9694,89,75,75
9695,59,88,30
9696,49,123,79
9697,63,70,30
9698,66,138,78
9699,62,29,69
9700,68,74,69
9701,59,79,55
9702,100,106,74
9703,57,64,30
9704,65,72,49
9705,56,90,48
9706,66,38,77
9707,64,103,63
9708,56,77,41
9709,46,74,28
9710,55,86,59
9711,73,97,60
9712,57,98,39
9713,61,73,35
9714,84,115,65
9715,61,90,72
9716,63,83,59
9717,53,72,30
9718,61,89,39
9719,57,65,55
9720,51,74,53
9721,63,49,28
9722,55,107,36
9723,69,110,79
9724,68,61,70
9725,46,143,58
9726,67,77,80
9727,64,114,29
9728,76,86,70
9729,60,97,43
9730,66,75,28
9731,75,96,46
9732,51,47,52
9733,68,82,70
9734,53,77,96
9735,60,70,70
9736,54,42,33
9737,66,36,31
9738,45,72,43
9739,69,90,54
9740,62,49,30
9741,87,69,52
9742,77,81,60
9743,49,80,70
9744,69,41,64
9745,56,108,59
9746,74,109,57
9747,44,93,26
9748,64,145,84
9749,50,86,28
9750,56,92,64
9751,57,124,73
9752,48,70,62
9753,52,61,66
9754,52,143,55
9755,57,98,74
9756,79,72,28
9757,71,88,51
9758,65,44,76
9759,82,93,66
9760,64,43,34
9761,53,112,86
9762,57,90,34
9763,97,132,35
9764,64,110,28
9765,63,74,96
9766,57,98,39
9767,55,92,63
9768,61,105,30
9769,70,40,33
9770,67,123,68
9771,102,100,57
9772,97,141,139
9773,56,110,59
9774,54,103,55
9775,63,77,58
9776,75,79,62
9777,47,102,28
9778,100,100,59
9779,74,118,125
9780,69,112,30
9781,69,49,92
9782,64,139,60
9783,70,132,31
9784,64,99,25
9785,73,78,33
9786,62,92,71
9787,64,82,80
9788,94,124,29
9789,81,106,63
9790,69,37,63
9791,76,99,134
9792,67,81,62
9793,64,91,73
9794,52,87,55
9795,58,111,28
9796,48,86,53
9797,74,88,79
9798,62,93,29
9799,66,97,36
9800,59,87,67
9801,68,78,76
9802,48,35,65
9803,54,77,119
9804,64,84,66
9805,62,105,55
9806,63,112,52
9807,84,47,28
9808,70,121,35
9809,59,97,37
9810,104,84,70
9811,78,89,68
9812,58,104,62
9813,46,93,68
9814,58,95,58
9815,71,76,29
9816,54,126,29
9817,42,83,57
9818,50,87,77
9819,83,88,67
9820,64,118,86
9821,65,110,67
9822,76,71,82
9823,69,107,69
9824,88,93,34
9825,60,122,67
9826,94,94,32
9827,54,44,66
9828,61,35,28
9829,80,62,104
9830,62,115,80
9831,84,110,61
9832,80,41,69
9833,71,65,41
9834,82,90,54
9835,58,98,37
9836,47,71,34
9837,54,109,69
9838,63,92,92
9839,121,91,61
9840,75,39,67
9841,85,81,74
9842,65,144,30
9843,58,104,75
9844,74,95,39
9845,75,161,57
9846,57,99,84
9847,47,97,89
9848,64,92,69
9849,62,43,57
9850,51,64,56
9851,51,93,69
9852,83,71,53
9853,99,70,55
9854,60,58,63
9855,68,86,70
9856,81,54,54
9857,57,91,42
9858,64,96,67
9859,57,99,73
9860,48,63,57
9861,62,97,38
9862,67,80,54
9863,63,80,32
9864,72,102,61
9865,83,84,59
9866,77,90,61
9867,58,69,100
9868,51,80,79
9869,63,73,57
9870,65,90,64
9871,68,79,34
9872,66,117,56
9873,68,87,56
9874,60,94,58
9875,58,123,63
9876,83,119,37
9877,72,87,64
9878,91,33,64
9879,64,84,41
9880,85,53,33
9881,56,117,65
9882,64,51,59
9883,76,102,71
9884,68,87,28
9885,68,82,67
9886,65,67,61
9887,61,128,126
9888,67,77,36
9889,49,113,68
9890,88,91,32
9891,76,91,42
9892,77,77,38
9893,64,84,114
9894,88,112,46
9895,71,86,58
9896,67,87,54
9897,50,61,47
9898,73,92,65
9899,64,95,39
9900,65,88,28
9901,68,90,30
9902,67,105,74
9903,62,107,56
9904,66,45,73
9905,56,94,76
9906,54,73,72
9907,52,107,35
9908,96,68,57
9909,84,149,39
9910,65,113,76
9911,90,103,79
9912,70,65,85
9913,90,81,85
9914,81,106,82
9915,66,105,37
9916,70,93,37
9917,62,53,51
9918,56,114,113
9919,49,118,40
9920,61,81,80
9921,54,159,72
9922,80,140,39
9923,66,76,59
9924,66,106,30
9925,63,86,74
9926,52,79,40
9927,66,76,31
9928,58,84,72
9929,69,168,67
9930,60,94,70
9931,56,101,35
9932,60,180,52
9933,85,139,28
9934,87,79,35
9935,74,87,65
9936,94,104,92
9937,68,53,63
9938,56,69,30
9939,60,89,55
9940,57,98,68
9941,82,43,39
9942,90,77,66
9943,62,83,56
9944,70,76,94
9945,52,98,46
9946,74,67,75
9947,49,128,31
9948,105,33,64
9949,75,105,37
9950,54,103,70
9951,46,110,74
9952,44,121,61
9953,55,97,80
9954,65,80,89
9955,88,87,74
9956,64,78,54
9957,65,144,54
9958,63,98,49
9959,90,58,74
9960,72,91,80
9961,64,83,35
9962,72,79,131
9963,54,68,103
9964,69,41,64
9965,65,125,63
9966,83,79,61
9967,56,94,156
9968,87,45,32
9969,69,86,32
9970,90,51,77
9971,64,76,59
9972,71,78,34
9973,56,80,57
9974,64,85,69
9975,87,99,86
9976,63,158,78
9977,71,49,64
9978,60,91,121
9979,69,87,66
9980,73,84,56
9981,61,32,64
9982,42,130,79
9983,61,69,73
9984,61,70,128
9985,58,73,70
9986,56,155,33
9987,66,106,76
9988,78,73,59
9989,80,98,62
9990,98,36,53
9991,58,100,33
9992,50,76,40
9993,73,63,100
9994,55,102,137
9995,67,128,56
9996,50,121,45
9997,91,72,30
9998,67,117,48
9999,60,101,75
10000,57,67,29
10001,82,101,61
10002,53,77,92
10003,48,144,68
10004,55,76,63
10005,46,47,105
10006,67,98,28
10007,58,130,107
10008,63,138,35
10009,62,124,67
10010,57,132,71
10011,64,77,79
10012,70,76,72
10013,51,49,58
10014,42,78,33
10015,63,76,33
10016,68,75,80
10017,64,81,70
10018,68,86,99
10019,59,78,30
10020,72,105,38
10021,55,66,83
10022,74,132,60
10023,68,86,73
10024,96,63,30
10025,67,68,63
10026,71,137,38
10027,59,78,36
10028,98,77,37
10029,52,120,42
10030,68,94,76
10031,62,80,66
10032,50,91,37
10033,42,49,59
10034,62,121,56
10035,57,77,39
10036,77,112,60
10037,86,97,34
10038,68,106,65
10039,76,121,56
10040,69,41,55
10041,74,81,39
10042,64,117,77
10043,57,116,33
10044,58,75,32
10045,47,84,30
10046,59,101,45
10047,64,85,52
10048,61,110,64
10049,52,95,104
10050,57,78,92
10051,68,43,73
10052,58,87,53
10053,70,71,58
10054,87,77,59
10055,83,111,36
10056,56,137,55
10057,45,40,55
10058,51,120,35
10059,67,102,100
10060,71,96,32
10061,59,90,78
10062,52,100,40
10063,65,113,37
10064,96,85,77
10065,60,83,30
10066,65,91,54
10067,60,81,55
10068,61,57,60
10069,72,83,74
10070,69,97,64
10071,59,107,59
10072,60,89,36
10073,58,82,26
10074,55,105,82
10075,64,95,30
10076,57,77,52
10077,87,76,62
10078,54,80,74
10079,52,76,64
10080,95,121,28
10081,65,107,53
10082,56,116,54
10083,49,117,31
10084,62,67,64
10085,56,121,57
10086,65,97,70
10087,63,114,36
10088,44,82,55
10089,57,94,105
10090,68,87,71
10091,62,202,71
10092,61,94,70
10093,84,77,74
10094,68,83,41
10095,58,141,101
10096,78,94,66
10097,56,91,59
10098,60,140,30
10099,45,32,78
10100,57,95,108
10101,42,32,70
10102,65,114,32
10103,58,101,65
10104,95,73,60
10105,98,115,55
10106,69,105,54
10107,68,94,67
10108,67,67,79
10109,63,83,79
10110,63,94,37
10111,46,71,62
10112,62,102,75
10113,68,164,70
10114,63,39,123
10115,52,72,59
10116,68,59,69
10117,44,95,37
10118,68,110,116
10119,67,77,74
10120,65,109,71
10121,65,113,68
10122,64,82,56
10123,50,126,31
10124,66,73,66
10125,87,86,75
10126,63,70,74
10127,70,72,31
10128,66,131,63
10129,66,122,87
10130,72,89,29
10131,59,70,75
10132,60,106,77
10133,54,100,57
10134,60,89,101
10135,64,86,46
10136,65,176,27
10137,46,85,73
10138,64,84,58
10139,130,95,77
10140,64,80,32
10141,75,132,27
10142,72,70,54
10143,58,34,29
10144,83,80,31
10145,56,125,63
10146,87,122,33
10147,71,90,40
10148,66,80,60
10149,60,122,54
10150,78,88,30
10151,65,114,70
10152,79,49,68
10153,64,80,75
10154,66,83,93
10155,86,104,71
10156,61,80,60
10157,88,57,103
10158,62,60,56
10159,67,76,65
10160,73,158,64
10161,67,102,33
10162,75,136,40
10163,62,51,74
10164,74,100,70
10165,55,55,31
10166,42,64,59
10167,74,146,78
10168,85,90,31
10169,41,88,70
10170,75,157,69
10171,61,135,55
10172,86,106,70
10173,53,112,53
10174,71,76,54
10175,73,113,118
10176,56,74,31
10177,64,70,35
10178,57,81,76
10179,70,151,54
10180,62,97,38
10181,54,43,26
10182,59,107,27
10183,59,78,43
10184,79,55,62
10185,80,107,72
10186,69,123,55
10187,70,100,101
10188,58,57,63
10189,63,129,70
10190,63,78,70
10191,48,78,64
10192,60,103,70
10193,62,62,61
10194,60,79,67
10195,60,150,59
10196,60,70,60
10197,85,84,31
10198,69,81,55
10199,88,131,52
10200,100,84,32
10201,69,76,94
10202,90,94,45
10203,52,90,77
10204,69,53,80
10205,67,99,28
10206,50,178,57
10207,64,84,66
10208,46,108,82
10209,85,84,30
10210,92,132,68
10211,57,106,39
10212,67,85,63
10213,62,59,37
10214,62,121,57
10215,89,88,62
10216,54,86,64
10217,46,154,60
10218,68,76,56
10219,91,59,126
10220,71,110,63
10221,78,76,50
10222,73,36,31
10223,53,119,28
10224,71,109,124
10225,52,66,68
10226,55,84,74
10227,53,128,136
10228,63,77,55
10229,61,112,29
10230,71,115,28
10231,50,111,84
10232,78,39,56
10233,58,85,65
10234,62,65,54
10235,61,92,62
10236,58,128,32
10237,68,40,70
10238,76,164,57
10239,80,103,58
10240,72,109,28
10241,65,161,81
10242,57,84,69
10243,103,44,53
10244,64,143,83
10245,70,103,64
10246,63,29,67
10247,56,99,31
10248,50,150,91
10249,67,80,37
10250,64,88,58
10251,80,128,94
10252,40,86,35
10253,86,116,56
10254,69,99,55
10255,58,79,68
10256,69,98,65
10257,52,116,60
10258,60,93,66
10259,115,81,79
10260,49,59,82
10261,92,72,38
10262,59,101,59
10263,71,67,42
10264,60,79,57
10265,44,69,30
10266,66,77,76
10267,71,90,38
10268,58,95,34
10269,69,93,109
10270,60,38,59
10271,78,111,64
10272,62,33,54
10273,63,156,31
10274,58,34,82
10275,43,187,52
10276,68,133,30
10277,67,80,66
10278,72,54,30
10279,58,94,74
10280,57,35,53
10281,68,120,78
10282,64,59,79
10283,75,37,82
10284,66,76,76
10285,53,94,30
10286,100,47,68
10287,82,104,53
10288,71,88,74
10289,58,184,63
10290,62,98,32
10291,65,114,117
10292,71,100,52
10293,60,53,62
10294,82,126,84
10295,69,72,33
10296,63,94,94
10297,71,120,29
10298,70,96,53
10299,57,84,90
10300,61,139,50
10301,59,90,58
10302,85,70,29
10303,62,182,62
10304,64,158,29
10305,48,84,95
10306,60,107,66
10307,43,78,56
10308,63,111,75
10309,50,79,40
10310,62,83,37
10311,64,134,28
10312,57,72,75
10313,58,90,37
10314,66,70,41
10315,99,64,69
10316,71,105,39
10317,64,121,59
10318,72,64,57
10319,55,75,62
10320,77,145,43
10321,73,118,38
10322,58,36,88
10323,71,119,56
10324,73,83,76
10325,66,82,84
10326,49,71,30
10327,61,83,65
10328,62,72,71
10329,44,131,32
10330,69,123,72
10331,84,85,32
10332,48,73,57
10333,85,84,97
10334,61,114,72
10335,58,89,66
10336,54,137,72
10337,57,57,34
10338,46,87,150
10339,93,105,61
10340,54,107,35
10341,89,36,27
10342,70,90,58
10343,40,122,58
10344,42,93,88
10345,62,120,86
10346,69,134,72
10347,56,49,68
10348,90,74,71
10349,64,70,69
10350,76,98,61
10351,59,77,31
10352,62,173,39
10353,85,112,32
10354,63,90,31
10355,67,93,41
10356,56,79,70
10357,53,55,56
10358,76,113,73
10359,72,100,65
10360,60,94,63
10361,63,93,31
10362,67,53,78
10363,57,124,80
10364,76,32,48
10365,52,79,168
10366,92,39,70
10367,60,107,29
10368,71,82,57
10369,76,122,59
10370,85,110,82
10371,58,75,58
10372,65,76,64
10373,81,97,57
10374,79,94,70
10375,48,100,63
10376,67,80,85
10377,68,86,65
10378,68,112,71
10379,63,60,67
10380,43,41,82
10381,96,120,64
10382,89,68,44
10383,101,104,27
10384,63,106,34
10385,93,115,43
10386,63,139,55
10387,64,114,67
10388,44,101,71
10389,65,59,51
10390,46,100,30
10391,60,87,34
10392,50,89,32
10393,78,87,65
10394,64,90,49
10395,73,75,31
10396,83,61,65
10397,63,81,126
10398,96,79,36
10399,67,37,32
10400,76,77,65
10401,68,70,66
10402,64,46,43
10403,59,82,65
10404,79,100,70
10405,56,99,38
10406,52,85,76
10407,62,162,74
10408,49,94,65
10409,70,88,72
10410,52,101,128
10411,81,108,65
10412,72,75,63
10413,84,125,57
10414,66,93,69
10415,70,119,41
10416,60,120,34
10417,58,121,56
10418,66,86,36
10419,78,77,86
10420,78,80,32
10421,62,120,32
10422,97,99,62
10423,89,81,33
10424,74,63,60
10425,83,66,59
10426,52,115,67
10427,73,86,38
10428,103,178,70
10429,61,106,58
10430,73,125,53
10431,56,93,57
10432,58,80,64
10433,58,51,54
10434,42,105,65
10435,70,62,69
10436,64,79,30
10437,68,77,73
10438,60,77,58
10439,62,98,70
10440,65,92,114
10441,66,84,55
10442,64,110,126
10443,58,95,54
10444,79,126,72
10445,48,107,96
10446,73,94,71
10447,66,94,42
10448,81,83,66
10449,45,81,77
10450,53,57,32
10451,74,98,66
10452,96,113,72
10453,56,79,59
10454,96,82,36
10455,46,96,131
10456,47,70,57
10457,67,109,70
10458,59,66,36
10459,76,92,143
10460,64,175,78
10461,77,83,76
10462,97,68,66
10463,63,99,74
10464,71,141,70
10465,46,99,64
10466,102,115,55
10467,54,77,58
10468,59,85,53
10469,52,79,62
10470,56,68,67
10471,47,43,32
10472,75,105,43
10473,70,84,60
10474,59,139,51
10475,52,96,59
10476,75,134,32
10477,75,181,39
10478,76,61,60
10479,56,92,76
10480,67,103,36
10481,68,132,68
10482,67,86,58
10483,45,122,67
10484,58,32,59
10485,107,35,61
10486,69,72,44
10487,42,100,27
10488,68,107,62
10489,65,101,64
10490,40,91,53
10491,60,73,56
10492,68,112,30
10493,42,83,66
10494,64,140,37
10495,54,60,69
10496,54,83,64
10497,69,98,37
10498,65,84,29
10499,78,162,135
10500,80,112,43
10501,71,65,96
10502,58,64,80
10503,64,74,72
10504,62,101,53
10505,65,140,47
10506,74,77,71
10507,60,31,67
10508,64,135,28
10509,62,32,57
10510,72,94,48
10511,67,73,29
10512,91,72,68
10513,47,73,59
10514,63,74,59
10515,61,72,56
10516,49,138,66
10517,67,95,67
10518,78,37,39
10519,60,133,57
10520,78,112,61
10521,62,59,66
10522,60,74,67
10523,45,121,76
10524,63,131,60
10525,61,95,36
10526,70,78,58
10527,53,40,100
10528,62,84,28
10529,61,34,80
10530,73,65,69
10531,43,73,71
10532,66,89,89
10533,70,88,32
10534,98,32,38
10535,71,92,66
10536,73,111,61
10537,69,100,63
10538,75,92,87
10539,61,121,65
10540,62,132,28
10541,58,110,72
10542,103,79,82
10543,67,43,55
10544,50,79,87
10545,65,40,81
10546,82,169,62
10547,65,102,61
10548,53,41,53
10549,64,70,56
10550,65,91,75
10551,82,133,64
10552,76,87,28
10553,58,109,41
10554,68,116,39
10555,82,106,31
10556,66,100,58
10557,74,122,58
10558,66,51,62
10559,69,118,37
10560,74,59,62
10561,54,82,69
10562,77,90,73
10563,54,66,88
10564,62,122,69
10565,60,94,89
10566,70,71,68
10567,62,88,28
10568,71,128,43
10569,60,39,27
10570,62,89,52
10571,51,41,72
10572,66,77,79
10573,75,68,37
10574,64,82,83
10575,59,103,72
10576,47,72,39
10577,94,117,78
10578,57,98,30
10579,45,91,82
10580,67,49,39
10581,66,82,35
10582,78,95,32
10583,51,55,70
10584,57,102,78
10585,90,92,63
10586,113,102,30
10587,66,110,60
10588,66,115,80
10589,94,126,61
10590,97,133,36
10591,45,158,30
10592,83,84,51
10593,67,104,52
10594,53,87,68
10595,65,109,37
10596,57,90,33
10597,64,66,105
10598,64,81,30
10599,71,82,68
10600,65,70,74
10601,56,118,54
10602,73,78,60
10603,66,113,63
10604,113,82,70
10605,56,49,63
10606,52,97,58
10607,66,68,71
10608,61,76,64
10609,63,86,66
10610,89,73,63
10611,65,96,81
10612,72,81,59
10613,64,36,73
10614,62,78,36
10615,44,92,71
10616,71,78,58
10617,74,69,59
10618,105,92,34
10619,71,94,70
10620,63,92,82
10621,54,55,78
10622,63,89,60
10623,65,89,27
10624,58,123,66
10625,71,98,69
10626,68,149,54
10627,56,92,29
10628,48,117,38
10629,49,108,74
10630,47,47,30
10631,70,91,63
10632,48,126,28
10633,64,77,91
10634,78,90,35
10635,78,84,67
10636,70,62,54
10637,57,134,70
10638,55,36,79
10639,77,68,67
10640,48,78,33
10641,58,114,36
10642,60,120,60
10643,58,47,68
10644,50,116,76
10645,59,94,64
10646,74,105,89
10647,55,103,77
10648,83,111,62
10649,57,81,33
10650,75,74,58
10651,58,78,64
10652,58,163,41
10653,40,87,41
10654,61,37,36
10655,63,43,65
10656,55,97,32
10657,48,76,54
10658,67,41,36
10659,50,42,59
10660,68,119,62
10661,69,38,32
10662,71,76,41
10663,47,87,58
10664,62,89,60
10665,62,75,28
10666,94,49,77
10667,71,65,63
10668,51,79,97
10669,52,77,59
10670,68,43,72
10671,63,85,86
10672,54,76,66
10673,45,109,51
10674,70,156,28
10675,64,51,65
10676,70,106,63
10677,66,120,34
10678,69,102,30
10679,90,119,31
10680,71,79,89
10681,74,136,100
10682,59,103,51
10683,58,53,82
10684,62,166,52
10685,83,119,55
10686,67,84,68
10687,67,34,102
10688,92,153,27
10689,59,132,106
10690,64,128,53
10691,71,74,29
10692,62,117,70
10693,56,41,79
10694,73,86,72
10695,62,86,49
10696,53,116,29
10697,52,47,76
10698,62,86,66
10699,59,41,88
10700,64,101,68
10701,73,103,82
10702,56,45,34
10703,71,43,31
10704,64,82,99
10705,67,110,62
10706,40,80,55
10707,61,85,32
10708,110,90,85
10709,68,107,62
10710,70,84,40
10711,66,94,56
10712,56,115,57
10713,75,36,37
10714,63,104,74
10715,48,34,37
10716,78,43,57
10717,62,72,136
10718,60,84,78
10719,55,77,75
10720,64,95,62
10721,65,135,48
10722,93,127,50
10723,66,175,66
10724,58,85,30
10725,80,75,58
10726,68,103,69
10727,71,68,59
10728,66,90,34
10729,73,85,48
10730,65,145,62
10731,58,94,39
10732,55,71,72
10733,90,92,56
10734,63,196,26
10735,56,69,72
10736,65,105,54
10737,64,102,38
10738,86,95,78
10739,50,137,62
10740,67,142,41
10741,62,51,53
10742,67,100,31
10743,76,102,78
10744,52,102,63
10745,82,72,83
10746,65,33,67
10747,68,140,112
10748,65,88,52
10749,84,82,55
10750,74,119,127
10751,57,75,50
10752,60,99,41
10753,62,84,31
10754,66,136,59
10755,56,51,72
10756,87,102,61
10757,71,39,30
10758,59,137,30
10759,75,111,73
10760,59,80,62
10761,60,92,57
10762,60,92,75
10763,53,96,57
10764,78,45,53
10765,60,110,103
10766,58,65,32
10767,63,57,118
10768,57,97,28
10769,56,125,73
10770,54,36,99
10771,82,128,78
10772,66,116,68
10773,51,95,52
10774,55,97,72
10775,105,62,67
10776,56,32,59
10777,57,84,75
10778,55,114,39
10779,60,85,32
10780,70,96,74
10781,54,53,78
10782,45,40,57
10783,47,96,72
10784,70,184,39
10785,66,101,74
10786,61,93,55
10787,78,45,72
10788,83,131,43
10789,75,71,38
10790,54,80,65
10791,66,86,53
10792,60,115,39
10793,42,84,60
10794,60,80,26
10795,70,113,61
10796,47,115,88
10797,58,146,73
10798,48,83,32
10799,55,83,58
10800,107,105,28
10801,66,81,37
10802,47,111,117
10803,64,84,67
10804,55,142,69
10805,60,134,52
10806,64,209,115
10807,73,101,52
10808,73,76,76
10809,90,100,84
10810,48,90,70
10811,49,90,71
10812,81,113,52
10813,50,220,70
10814,43,109,79
10815,66,99,56
10816,90,109,55
10817,67,75,81
10818,60,68,30
10819,60,91,57
10820,57,144,72
10821,64,80,72
10822,97,108,31
10823,63,82,55
10824,82,114,60
10825,52,78,38
10826,68,80,104
10827,49,99,62
10828,56,69,57
10829,78,78,67
10830,107,102,34
10831,48,72,60
10832,74,102,58
10833,89,84,49
10834,71,89,57
10835,65,70,35
10836,79,94,68
10837,67,96,82
10838,74,83,93
10839,46,73,90
10840,72,141,60
10841,73,120,91
10842,64,74,33
10843,67,145,63
10844,52,58,34
10845,72,88,39
10846,92,40,70
10847,64,59,61
10848,58,49,29
10849,66,123,51
10850,60,63,52
10851,59,95,30
10852,54,109,34
10853,92,152,64
10854,52,154,68
10855,50,87,67
10856,67,89,66
10857,67,102,27
10858,77,83,69
10859,66,98,71
10860,65,119,72
10861,57,35,78
10862,58,127,65
10863,62,97,105
10864,74,65,45
10865,90,118,83
10866,47,91,63
10867,69,96,54
10868,54,92,32
10869,61,75,39
10870,92,33,70
10871,59,68,29
10872,92,68,31
10873,82,93,123
10874,69,170,35
10875,60,40,58
10876,64,92,41
10877,54,43,84
10878,47,45,64
10879,62,106,46
10880,78,117,93
10881,63,80,60
10882,67,74,66
10883,67,73,64
10884,47,154,63
10885,83,98,82
10886,67,72,69
10887,64,82,29
10888,60,104,46
10889,64,146,65
10890,56,70,86
10891,98,66,76
10892,55,146,67
10893,90,76,61
10894,65,80,76
10895,56,100,71
10896,95,110,67
10897,86,68,78
10898,75,76,57
10899,58,101,55
10900,96,126,70
10901,73,114,33
10902,71,89,76
10903,59,86,57
10904,82,101,69
10905,48,96,77
10906,61,69,139
10907,55,35,57
10908,55,126,61
10909,80,97,36
10910,55,133,73
10911,45,103,79
10912,69,136,52
10913,72,176,82
10914,77,103,31
10915,55,71,64
10916,66,73,56
10917,63,73,79
10918,52,116,26
10919,68,74,67
10920,61,90,101
10921,46,206,60
10922,70,94,109
10923,66,126,55
10924,94,41,66
10925,71,34,49
10926,57,99,40
10927,98,103,61
10928,72,88,60
10929,59,68,67
10930,52,106,81
10931,72,77,32
10932,77,80,56
10933,68,130,64
10934,58,68,62
10935,58,95,55
10936,49,123,76
