,1,37,42,,
511,-483.986395,-423.676526,-542.9518417,,
512,-483.3058423,-423.6319901,-542.3628501,,
513,-485.4623852,-420.8977831,-542.9702515,,
514,-490.9713797,-421.8303807,-546.3286845,,
515,-493.8150398,-421.3383645,-543.7113952,,
516,-500.3335779,-421.305697,-543.7331691,,
517,-502.6876004,-420.0735852,-544.5063771,,
518,-508.499535,-416.0483113,-544.3013286,,
519,-507.3661617,-417.5556414,-541.5995722,,
520,-506.7692513,-421.5619954,-538.5945323,,
521,-510.2340061,-417.6966893,-537.2026816,,
522,-511.7055476,-418.9103667,-535.0961996,,
523,-514.4301139,-416.5344844,-536.4885559,,
524,-518.2545914,-412.4766442,-536.4456435,,
525,-520.4465411,-412.6871147,-538.788847,,
526,-525.0886863,-413.0697324,-538.8675535,,
527,-530.897279,-407.1671791,-541.3454231,,
528,-538.7836062,-398.0542721,-544.074677,,
529,-547.86425,-399.8848962,-543.5710767,,
530,-551.8915206,-402.1618486,-543.1318658,,
531,-553.2398869,-405.6963279,-545.3217579,,
532,-558.237383,-409.6316427,-549.7215911,,
533,-559.1469851,-411.2235396,-547.3886143,,
534,-561.8917476,-410.8772409,-546.2860082,,
535,-566.4265237,-414.286776,-549.3550566,,
536,-570.6677658,-418.6013862,-554.1982556,,
537,-578.6678573,-419.8271834,-560.3638633,,
538,-588.0670355,-423.9268098,-560.3353017,,
539,-588.883986,-426.4460902,-558.3921041,,
540,-589.871831,-430.4608582,-552.0797457,,
541,-594.4775569,-434.3248831,-548.9453285,,
542,-597.6067104,-437.8476737,-550.2602365,,
543,-599.0702999,-442.3311678,-553.5079354,,
544,-600.1344118,-444.7531702,-553.3000084,,
545,-599.1269234,-447.605236,-553.2398616,,
546,-597.415187,-449.6705992,-556.3135399,,
547,-596.7679558,-451.1378594,-557.9726421,,
548,-596.7412076,-451.9081783,-558.0930404,,
549,-599.2613636,-453.9779724,-558.1656399,,
550,-598.7607071,-456.156824,-554.3378904,,
551,-599.950548,-459.0286827,-555.9347868,,
552,-597.8680255,-462.8889607,-556.1908199,,
553,-598.7725766,-466.2421931,-555.2957683,,
554,-596.7421491,-471.1718558,-552.7795937,,
555,-599.5371569,-477.9124394,-550.0253767,,
556,-599.7440806,-481.4272999,-546.4211836,,
557,-598.4519081,-485.5188905,-551.1002809,,
558,-597.8522448,-489.8164402,-556.6810079,,
559,-593.8701936,-498.5522849,-557.5239174,,
560,-593.1979347,-503.3559062,-556.2271235,,
561,-594.9740217,-505.8437657,-557.2165681,,
562,-592.4001071,-506.0070245,-555.8059681,,
563,-592.0864938,-510.3584749,-555.3113534,,
