,1,37,42,
1,-351.2212307,-364.7079182,-239.4975656,-318.4755715
2,-378.120563,-414.7180272,-348.9661378,
3,-320.0606133,-355.921008,-379.0663801,
,-321.6738152,-269.4513438,-326.6310152,
,-261.0865243,-271.1201088,-298.3974904,
,-261.8881461,-248.5470901,-335.400827,
,-237.9061993,-256.0831591,-326.4488957,
,-239.6813726,-255.8787603,-298.6892137,
,-243.6864501,-274.9716023,-277.2804634,
,-228.4589799,-283.478758,-263.832075,
,-217.1521098,-275.6115519,-247.6469936,
,-206.5334631,-273.9265746,-237.0006456,
,-199.4409244,-256.1474401,-227.1922822,
,-182.6797056,-259.4630886,-215.5026784,
,-178.7111952,-258.7591146,-224.6633085,
,-170.0985243,-251.4272518,-228.2143097,
,-172.0647679,-251.6132469,-227.1117016,
,-164.4539546,-254.1184978,-230.6924605,
,-159.5521878,-248.6169654,-231.9652937,
,-157.4844881,-249.4171801,-229.8254922,
,-153.9940064,-249.7635495,-221.7349779,
,-148.2790408,-251.2480611,-217.9864323,
,-147.2329491,-240.4836546,-210.9821219,
,-145.0069881,-251.9217853,-205.3246836,
,-146.252159,-249.6305639,-205.7818875,
,-145.0298065,-241.4148448,-209.9113245,
,-140.5541292,-235.4551375,-207.5316082,
,-137.66284,-240.9328924,-210.7016601,
,-136.5595643,-232.7032545,-206.5723878,
,-142.1113695,-235.6666663,-210.4291029,
,-140.9662563,-235.9284821,-210.1814721,
,-139.9537899,-234.1411926,-215.3212648,
,-141.0156508,-237.6409201,-209.6381767,
,-138.2637499,-235.7366095,-210.9738476,
,-135.8979574,-237.8220872,-215.7382524,
,-135.1927977,-235.7017754,-218.4477084,
,-133.4356871,-239.6369959,-216.1104144,
,-133.5972542,-241.1479466,-214.8962663,
,-132.0557524,-238.9311917,-213.0513851,
,-130.0188178,-236.735335,-219.5338664,
,-128.6692934,-242.9632135,-225.0908234,
,-128.6280743,-243.1695982,-224.2896511,
,-126.9214786,-243.721561,-220.8151295,
,-126.2482143,-238.3520709,-222.1416592,
,-125.1433339,-236.6800264,-221.9980788,
,-122.4728029,-237.0289534,-223.9220236,
,-121.115635,-235.8627708,-223.5561738,
,-124.0689413,-237.052085,-225.6972158,
,-121.669425,-241.5298163,-228.1318863,
,-120.8693637,-241.1730934,-223.8716065,
,-118.6325003,-246.5569952,-224.3313063,
,-117.5123175,-247.5622035,-224.7530623,
,-116.5379707,-246.3355112,-227.7538067,
,-115.8403681,-246.0694883,-225.4450788,
,-114.6671756,-245.7915603,-223.2326289,
,-117.3849053,-245.882911,-219.5251266,
,-117.0730762,-245.0898197,-220.6033359,
,-117.3338096,-248.1340828,-222.1294647,
,-119.0554609,-245.8488809,-219.6656847,
,-119.4026736,-243.8280896,-219.2721343,
,-119.0539196,-243.4087888,-219.3199563,
,-118.4387714,-242.1356812,-217.495303,
,-116.4907959,-243.4847442,-216.4046013,
,-115.7112578,-241.5604866,-215.9500674,
,-114.8098606,-241.6686464,-216.3005642,
,-113.7594548,-238.9081204,-218.0708321,
,-112.4427277,-237.4044621,-216.5287494,
,-108.9411209,-237.5459303,-215.5480994,
,-107.5562125,-238.0525897,-215.0160097,
,-106.298563,-238.4569281,-212.853016,
,-106.656486,-238.9947758,-211.7178137,
,-106.4784587,-238.4154171,-211.6057536,
,-106.1126444,-237.8569757,-212.3361847,
,-104.0952561,-240.2565637,-212.0020082,
,-102.9854264,-237.8739154,-209.9838133,
,-102.0286418,-237.8704025,-207.4567373,
,-103.1849462,-237.7927891,-206.8914208,
,-102.7465438,-237.1502779,-206.579819,
,-101.1092607,-236.2063186,-205.115633,
,-98.45466412,-234.7034508,-203.8228096,
,-97.93758791,-236.9555062,-202.6551767,
,-96.64289406,-236.5802964,-204.0239542,
,-95.10754231,-236.2307104,-203.5670353,
,-92.30261045,-236.2966641,-202.8964791,
,-91.66628626,-238.6704506,-203.2660984,
,-90.59094017,-236.3728409,-202.5560729,
,-89.8589832,-235.9150935,-201.9663991,
,-89.47501001,-234.3361941,-201.5589297,
,-90.3867315,-233.2040353,-201.2109453,
,-89.9149902,-233.209856,-199.404129,
,-89.37969579,-232.5545151,-198.1650092,
,-88.68343511,-235.7505194,-197.4095006,
,-89.95466545,-237.7607068,-197.4433259,
,-89.51433245,-236.2676548,-195.8492276,
,-87.68780401,-236.2765672,-197.4834794,
,-87.05877928,-235.1803707,-195.6792151,
,-86.95098562,-237.244576,-196.0337171,
