,Seed 1,Seed 37,Seed 42
612,-197.3836316,-200.0496454,-205.6176506
613,-197.1605719,-200.9121529,-205.6312214
614,-195.3603449,-202.9638097,-206.1611269
615,-194.0803846,-202.9354161,-201.9414516
616,-195.3607612,-208.5105579,-199.9159548
617,-195.142788,-206.8940093,-196.0721443
618,-194.5972524,-207.0761308,-193.9966014
619,-194.7628728,-207.0426296,-193.6662196
620,-195.0694222,-208.1430314,-194.0326925
621,-194.7184647,-207.6944543,-192.9887361
622,-195.1111701,-208.0182987,-196.5721983
623,-195.9692376,-211.0381971,-197.0340601
624,-198.8907819,-212.7995791,-195.8376136
625,-197.3527293,-212.6330453,-195.6254271
626,-190.5361725,-211.7077859,-194.3217429
627,-188.9775815,-210.4458249,-194.0421792
628,-189.6354514,-210.6651935,-193.9457384
629,-189.4185147,-209.5043589,-193.8982369
630,-191.9800365,-211.1159698,-192.7292821
631,-190.9857668,-215.1204771,-192.7763878
632,-191.3385361,-213.8297742,-192.5261765
633,-189.666472,-212.9379286,-190.0802716
634,-191.408365,-212.8149305,-190.3190329
635,-192.3734579,-212.9949607,-191.1096179
636,-192.3312894,-215.2610562,-190.7435651
637,-191.9659705,-215.1372112,-191.004971
638,-191.3731997,-215.5441351,-191.8093286
639,-192.9358298,-214.7594046,-188.6267136
640,-192.5861271,-215.2423531,-187.9298931
641,-191.7669105,-215.1944329,-185.849388
642,-191.9611563,-217.0088257,-183.0178957
643,-191.738013,-219.1828227,-178.3003553
644,-191.1206667,-220.5125759,-180.358553
645,-190.5270161,-221.970465,-182.3521153
646,-189.2595101,-222.0106983,-182.6385816
647,-191.185716,-221.6734615,-185.43715
648,-191.5509706,-222.3397994,-188.5670818
649,-192.5199705,-222.2253283,-190.6716567
650,-190.7334191,-222.0658636,-189.6763787
651,-188.364398,-218.4375749,-189.6896644
652,-186.2546488,-219.341734,-193.2748645
653,-186.7869103,-219.3242466,-195.5411784
654,-186.7537529,-218.8105952,-191.2970887
655,-186.2953949,-218.0541485,-189.800692
656,-185.0380037,-219.2440538,-189.0117614
657,-180.4040194,-219.1076008,-193.0384789
658,-182.9268171,-219.5855662,-194.4587327
659,-183.7813216,-219.2269595,-195.2285463
660,-184.5047043,-219.1191769,-196.9587063
661,-185.1864777,-215.0321913,-196.3950096
662,-186.4000735,-212.1934742,-196.1718509
663,-185.9276751,-209.0548566,-194.7090662
664,-186.3101035,-206.0150665,-194.8857226
665,-186.4903138,-206.978472,-193.5281232
666,-187.2018708,-205.4489458,-192.9285041
667,-186.9234906,-205.8417685,-192.6957945
668,-186.7983706,-205.2072821,-193.9450178
669,-187.051678,-205.2482119,-192.0072769
670,-186.7360439,-205.6032269,-191.1329313
671,-187.9344122,-205.0302986,-192.2403788
672,-186.5251698,-202.9830132,-191.0341255
673,-185.1859707,-202.9567279,-184.208699
674,-184.5654542,-201.8260737,-185.540294
675,-184.5834098,-201.4108776,-186.2323666
676,-184.6343386,-201.3126422,-186.4704441
677,-180.7191824,-197.123603,-187.0442414
678,-187.2094333,-202.0463596,-188.8215619
679,-187.1409128,-206.9109484,-190.3107648
680,-186.2656423,-210.7447203,-189.7733548
681,-186.7587505,-210.4261583,-190.563612
682,-186.8910597,-209.7939342,-188.6607295
683,-184.5779328,-210.0782725,-185.7913133
684,-184.2341822,-212.3522975,-185.802336
685,-177.0909362,-212.9163426,-186.0236528
686,-176.7499157,-213.2397869,-185.8817043
687,-177.6677598,-213.7270192,-187.1170674
688,-178.5679368,-213.436321,-186.7919672
689,-182.1116161,-213.718846,-184.1824528
690,-186.5726782,-213.8799651,-181.1364806
691,-186.5877623,-213.4814047,-181.4044894
692,-186.5527945,-211.799912,-182.362082
693,-186.7588116,-201.479614,-181.6153943
694,-187.3322673,-199.5015014,-179.1365486
695,-187.3596892,-199.3354608,-179.966472
696,-188.7338507,-198.2559015,-179.7293786
697,-187.9912291,-198.6115769,-179.8644979
698,-187.3974796,-197.9776759,-179.7865631
699,-188.2259428,-199.1489933,-179.5154389
700,-183.5764674,-199.1176643,-180.1908324
701,-181.7209918,-199.0596075,-177.9555423
702,-181.5147042,-199.2411427,-176.3400364
703,-183.0108431,-200.6965289,-175.7671288
704,-182.8599252,-201.6310582,-174.8223516
705,-182.8018439,-202.4982192,-175.1777385
706,-184.5752114,-202.6264268,-175.515537
707,-184.5380593,-201.5471093,-177.0497388
708,-184.6463199,-203.3363837,-171.1947523
709,-184.3516659,-201.5629033,-166.8586435
710,-184.7934989,-202.5200198,-166.9171728
711,-187.2509449,-203.3423471,-163.5405694
712,-186.5802911,-201.6964846,-163.5637869
713,-186.1993011,-200.2479974,-163.9676649
714,-185.8264383,-199.2074288,-164.4711037
715,-184.8069305,-199.1571732,-165.8458831
716,-182.9164461,-193.7884667,-166.8145971
717,-183.1416414,-192.7154008,-166.9359517
718,-183.1783931,-192.4914644,-166.8092319
719,-183.0117512,-192.2764873,-168.9069196
720,-182.6838731,-190.8552789,-168.7127793
721,-182.4768376,-191.4330647,-169.2675678
722,-181.0772689,-190.442793,-166.3208538
723,-181.2005691,-187.3836457,-166.5686929
724,-177.6976772,-185.2340319,-169.1504903
725,-177.5046842,-185.4687753,-169.7076614
726,-175.4300058,-186.0141134,-169.9725382
727,-176.1225868,-186.687654,-170.7285987
728,-172.9597328,-186.6576378,-174.0747436
729,-173.4519787,-188.3762713,-173.8897771
730,-170.1484041,-185.7419644,-176.1775982
731,-170.0506996,-182.3302512,-178.2131049
732,-170.5895669,-180.3422435,-180.2077862
733,-171.9700991,-180.64513,-183.5307317
734,-170.2599942,-180.7289453,-183.3588388
735,-169.5110744,-181.3273072,-182.8806148
736,-169.8928747,-177.9296669,-182.4594157
737,-170.8047235,-177.7945222,-181.8428871
738,-171.0721917,-177.9550067,-181.0931133
739,-170.2914929,-178.746942,-188.2140326
740,-172.1849493,-178.5939877,-190.7003597
741,-171.6009799,-178.1405537,-190.3639165
742,-171.5522395,-175.6190377,-190.3809549
743,-171.7542751,-174.1668043,-190.5422809
744,-174.5059398,-171.6586643,-189.6994431
745,-174.6760742,-168.8186101,-188.5873282
746,-173.859587,-169.347211,-188.2331685
747,-172.9734631,-171.0996778,-186.7910246
748,-172.7331082,-170.6028546,-184.5730967
749,-171.3032765,-171.320345,-183.8533394
750,-172.131692,-171.3366603,-183.7169061
751,-172.5975893,-173.2682804,-182.1091723
752,-167.7986778,-172.0092537,-183.4861086
753,-166.7995598,-171.7619398,-183.0152024
754,-167.4951409,-171.8478751,-184.1587818
755,-167.3142968,-172.4881019,-185.5342729
756,-165.7328704,-171.1720495,-186.8304692
757,-165.2949923,-171.1623412,-184.1693864
758,-161.7570627,-174.9922984,-183.4914233
759,-164.0740892,-175.2219846,-183.4291103
760,-163.6021909,-175.0660535,-181.0737557
761,-163.9769628,-175.1166542,-181.2242074
762,-163.4624823,-175.8862179,-180.8242199
763,-164.2305024,-176.929291,-183.1404086
764,-163.7986657,-176.9527875,-187.4231849
765,-163.7391771,-173.7516664,-191.7410932
766,-163.6314866,-172.5900439,-190.8715429
767,-166.5934396,-172.4755531,-191.4387405
768,-166.7710105,-172.7771653,-189.69108
769,-166.6756891,-172.8451661,-191.0073256
770,-167.1480069,-172.9503976,-192.3226855
771,-167.2752391,-174.1779857,-193.8452943
772,-167.422526,-174.0257879,-194.1898668
773,-167.8171836,-173.1796973,-196.0929448
774,-168.6183095,-173.4718017,-196.0330336
775,-172.3708672,-175.4581206,-195.6039224
776,-172.8884535,-175.124475,-195.7943504
777,-172.8935202,-179.1093236,-195.1908029
778,-168.0754122,-171.5434449,-193.6020873
779,-167.6320462,-165.8241125,-193.0988157
780,-168.7837005,-161.7657093,-193.9479451
781,-166.6703722,-161.8444111,-194.4113619
782,-165.1761683,-162.2515473,-194.6035818
783,-165.8104809,-161.9281433,-196.5215704
784,-164.5446367,-159.6194844,-196.2585102
785,-164.400237,-159.0103205,-195.6823558
786,-166.4048557,-158.4742517,-195.8436015
787,-165.470708,-158.1710153,-194.8375618
788,-162.5533858,-158.6509178,-195.486462
789,-158.9879878,-158.4883252,-197.1218552
790,-157.0040982,-158.8211048,-195.598013
791,-159.2935535,-159.1905566,-195.8980215
792,-161.2099459,-158.8479824,-195.595335
793,-161.8302996,-158.5677676,-195.4622568
794,-161.6150349,-157.5282332,-195.5507656
795,-161.4016399,-160.0559186,-195.2848746
796,-163.9384588,-167.0494372,-194.8571257
797,-163.7694348,-165.6552738,-194.9387704
798,-163.0067523,-166.1968097,-194.8680888
799,-162.84504,-166.5423278,-194.5392266
800,-162.8129351,-166.6846595,-194.614563
801,-162.6248314,-167.4160782,-194.8533327
802,-162.9409879,-167.1847792,-195.3166435
803,-162.3815235,-165.8453835,-196.7939411
804,-160.830312,-164.21016,-197.7435171
805,-161.2307861,-163.9330813,-197.8378258
806,-162.985046,-163.8947312,-198.0532427
807,-162.5261353,-164.2527909,-197.7497185
808,-162.7756828,-163.5245108,-197.8174903
809,-162.7143154,-163.123664,-196.54349
810,-162.5487144,-159.0603043,-196.314106
811,-159.8110119,-156.2778542,-198.8618433
812,-161.9383049,-156.0508077,-200.0806917
813,-162.5816488,-156.0570166,-199.9834754
814,-164.1470512,-154.8869548,-200.960187
815,-164.49125,-154.7357532,-201.5948767
816,-164.3774562,-155.0730042,-202.0159555
817,-164.2264914,-155.1101082,-200.8124813
818,-164.195802,-155.2628823,-200.0130148
819,-164.2157156,-155.0225765,-202.4136287
820,-164.3164688,-156.1246501,-204.1876684
821,-165.2841316,-160.492437,-206.0203255
822,-170.0859317,-163.4895905,-206.1604073
823,-170.3119907,-166.7648373,-205.9804166
824,-170.77125,-166.8746545,-204.4694505
825,-170.162108,-166.0541593,-203.9178712
826,-170.4818952,-166.9095355,-207.5213272
827,-170.6393061,-166.6882368,-207.4143516
828,-171.1568586,-166.6663033,-203.5144581
829,-170.1964517,-166.513904,-203.7131867
830,-170.7185575,-167.734651,-201.4795531
831,-170.6973603,-168.1077255,-198.3472443
832,-169.6475619,-168.2952321,-196.8798181
833,-170.0391928,-168.1630833,-192.3388814
834,-170.1471351,-168.1245591,-193.5055615
835,-170.3059347,-167.3840346,-196.272709
836,-171.824261,-165.5254852,-201.0057998
837,-171.5139957,-172.3075787,-206.3702907
838,-171.5477818,-172.580181,-205.4455049
839,-170.9997709,-171.562838,-198.3392056
840,-169.2839522,-171.789987,-195.8786677
841,-171.7267757,-173.8708109,-196.300735
842,-175.0333668,-173.7456831,-196.0158284
843,-177.3140945,-176.0738777,-195.9940895
844,-174.8931346,-175.988266,-194.6188223
845,-174.7386934,-176.8621139,-198.6019709
846,-177.0011663,-177.1525426,-200.4257714
847,-179.3460152,-175.1304473,-199.070497
848,-181.7243402,-178.0631768,-198.7901977
849,-182.062506,-177.6840552,-202.2602623
850,-182.6182519,-177.5717274,-203.0989127
851,-183.8659194,-177.42284,-203.4815897
852,-184.104232,-178.0102174,-199.3144856
853,-187.1466346,-178.4171998,-196.1617839
854,-187.2787166,-178.8940274,-195.6238407
855,-187.4919751,-180.2059881,-194.8399461
856,-186.9714258,-186.5878785,-193.6776007
857,-188.451758,-189.2496231,-192.6899228
858,-189.5968861,-189.3281513,-193.5038177
859,-186.4710173,-189.077396,-192.8673245
860,-186.4723482,-190.6973459,-192.7476059
861,-186.1011805,-191.9573174,-193.558522
862,-185.9498119,-191.643465,-193.0804551
863,-188.0327299,-190.0581113,-191.2551456
864,-193.1642523,-190.0621107,-187.0707295
865,-193.6419982,-190.8134699,-182.7739973
866,-193.4134459,-190.9865318,-183.1807537
867,-191.5233705,-190.5420022,-182.3932574
868,-191.5218412,-191.0286288,-182.403613
869,-191.6139135,-190.9934716,-188.2863196
870,-191.382011,-191.0995444,-189.4968811
871,-189.4147188,-191.658387,-186.0955667
872,-189.4869898,-191.465337,-186.0389379
873,-188.9138315,-193.9188754,-183.5194382
874,-188.6791708,-193.5960351,-185.3643709
875,-187.0876178,-191.2414049,-185.9912684
876,-187.035735,-192.0928797,-185.9262712
877,-187.2624487,-189.2238979,-185.7885133
878,-185.8559665,-189.3700677,-185.7754342
879,-186.0262895,-189.3929283,-187.5468601
880,-185.9168107,-191.1596663,-185.2914247
881,-186.0852911,-191.4651149,-185.1360382
882,-188.9491514,-190.9717287,-185.340297
883,-189.2211789,-191.0980313,-186.2049506
884,-188.9942915,-191.0037581,-187.7824175
885,-189.109656,-191.1557315,-188.0401655
886,-191.0533983,-191.3579304,-188.5720463
887,-193.4138345,-191.3214088,-189.5688796
888,-192.830638,-191.4467221,-188.8801662
889,-191.9458895,-191.3114616,-187.12175
890,-189.9223072,-191.0356283,-186.0419701
891,-187.6074031,-190.9857909,-187.1811066
892,-185.7474343,-191.2662204,-189.324096
893,-183.9997284,-190.9647939,-189.1977112
894,-184.0460889,-191.792111,-192.0464848
895,-184.1181424,-189.5224089,-192.1306841
896,-182.1023629,-182.9394313,-192.6112747
897,-182.023754,-190.1900006,-192.9072147
898,-182.0444806,-189.9946987,-193.308786
899,-182.3101831,-189.995868,-195.4434556
900,-182.3967733,-196.6397936,-196.3280318
901,-182.4146892,-200.5427351,-196.7087609
902,-181.8529783,-201.7484176,-195.9503708
903,-182.014776,-201.6105001,-194.8088957
904,-182.2767162,-202.1668971,-193.576891
905,-183.4931695,-202.116998,-193.3501937
906,-179.638052,-202.052458,-192.6006915
907,-180.6404712,-200.572527,-192.8815031
908,-183.065612,-200.4775566,-192.994965
909,-186.8046061,-200.4492605,-195.2293149
910,-187.0917046,-201.4705912,-197.5821654
911,-185.8262409,-201.470045,-198.2428106
912,-185.1499869,-201.581405,-197.3541144
913,-184.9886404,-201.7696616,-197.9195927
914,-184.6062372,-201.9951355,-196.9755001
915,-184.5687135,-205.3657684,-196.401878
916,-187.7344394,-207.5270692,-195.8003786
917,-187.7768909,-206.7669431,-195.5213965
918,-187.9382796,-206.465392,-196.5061585
919,-189.2615571,-207.1458975,-192.3075824
920,-189.1519802,-210.2446593,-190.5068505
921,-188.1413326,-205.7462919,-188.272123
922,-184.5193443,-203.7307894,-187.7246994
923,-184.2401611,-200.4944523,-187.3435285
924,-184.391949,-201.0080872,-187.8854532
925,-184.6646638,-201.008219,-188.3022809
926,-184.860898,-200.6227286,-184.8607107
927,-184.3092728,-200.6406824,-183.9577297
928,-184.6062454,-202.3839187,-184.5765434
929,-185.3862517,-206.7600792,-185.2068197
930,-185.3855884,-211.3253154,-184.9973443
931,-185.5283617,-215.3407164,-186.0079498
932,-184.4935405,-219.0154843,-185.7565817
933,-183.0336418,-221.916538,-186.3761718
934,-182.0107669,-222.0089184,-185.7314635
935,-181.8405879,-221.802348,-183.4758628
936,-184.2460513,-223.5038131,-178.8576382
937,-184.8890196,-216.8791718,-173.3374072
938,-184.4675554,-216.3121427,-173.2500583
939,-184.8174365,-216.3197256,-173.3990105
940,-187.1584456,-217.548972,-173.9492395
941,-185.6309341,-215.8601972,-173.1609566
942,-182.5381599,-216.129261,-172.9535418
943,-181.0287142,-213.927076,-172.7696957
944,-181.5527424,-213.7917154,-173.3383183
945,-181.5939887,-213.8704348,-169.2342576
946,-181.0388627,-215.0199181,-167.5299873
947,-178.1328771,-214.9782287,-169.033956
948,-176.1669979,-211.9944614,-168.5476893
949,-176.1397289,-212.5510779,-164.7026125
950,-174.3525224,-211.9322421,-163.2352269
951,-173.0857953,-211.5948534,-163.3015148
952,-172.5128003,-211.5746912,-162.5338337
953,-169.0784487,-211.6705958,-166.4922789
954,-167.2045782,-211.4325111,-171.3951247
955,-167.4230442,-209.5998783,-171.2068199
956,-166.9339939,-203.2897815,-175.379701
957,-165.6648189,-200.5024294,-177.6430574
958,-166.2769358,-196.6732157,-180.7530722
959,-166.7052387,-197.243031,-183.059863
960,-166.5770936,-196.0733688,-183.9313142
961,-166.4823188,-196.0870303,-182.7364233
962,-166.2069397,-195.4022165,-182.7819282
963,-164.4583272,-195.6586233,-184.6706235
964,-159.6158188,-194.5099286,-188.9728649
965,-159.5782111,-193.4088321,-189.797023
966,-160.8735052,-192.6515595,-188.9326084
967,-159.7828837,-193.1249846,-189.0680042
968,-162.0675536,-192.5020157,-189.4340567
969,-162.4144744,-192.6485919,-183.8384837
970,-162.5341113,-192.7375381,-182.5864645
971,-164.1915449,-191.5374629,-182.1928164
972,-164.2594345,-188.4818247,-182.8230556
973,-164.6168894,-185.8522057,-182.8632576
974,-168.2097481,-186.4953716,-181.0724087
975,-168.3778581,-186.2795763,-184.3219491
976,-168.0632263,-188.4599169,-184.0686437
977,-167.6457453,-190.8802452,-184.0662304
978,-166.9735688,-190.8991527,-186.8680675
979,-167.8724458,-190.7317137,-183.866245
980,-169.090672,-188.3888927,-184.4149895
981,-168.8710769,-188.3399452,-184.8178051
982,-169.7068499,-188.8288973,-184.6372659
983,-169.3681246,-190.3873427,-181.8975789
984,-168.9081731,-190.9118094,-180.4369445
985,-169.2186221,-190.8861614,-180.811263
986,-165.8281473,-195.1775781,-182.8310525
987,-163.4514661,-195.0180073,-183.0216134
988,-163.5057631,-194.9584308,-184.9631982
989,-164.5630251,-194.7188844,-186.9716694
990,-164.6733846,-194.5118129,-187.6033314
991,-163.4280504,-196.6746114,-185.7142348
992,-164.5619,-199.0461585,-184.4015203
993,-165.6583269,-199.5768712,-184.3069596
994,-166.8259156,-198.9267486,-185.1638476
995,-166.8959431,-199.1221259,-185.6807367
996,-166.5682252,-198.8662213,-184.4513859
997,-166.3936596,-192.6047159,-184.42512
998,-166.8669857,-199.0954352,-184.5978493
999,-166.3253439,-199.256419,-182.4455052
1000,-168.6011371,-192.4007581,-181.427371
1001,-167.9539579,-188.6788764,-181.0427528
1002,-168.8515689,-187.6620639,-181.0387733
1003,-168.72585,-187.449956,-180.5182204
1004,-168.5847395,-187.3086566,-182.2923038
1005,-167.4302369,-187.4665665,-182.8857778
1006,-169.263672,-187.6710243,-183.1489646
1007,-172.8620173,-189.2269191,-182.251005
1008,-172.5604095,-191.4274133,-181.6924201
1009,-169.4941718,-194.7032942,-180.7332431
1010,-169.1901576,-199.2267299,-178.1640855
1011,-170.9562102,-200.2552455,-175.3642486
1012,-171.2361935,-201.9426499,-175.0737767
1013,-171.2320375,-208.4213829,-173.6616165
1014,-170.5683393,-210.62696,-173.8931337
1015,-170.66806,-206.8852186,-174.0963593
1016,-167.8242722,-204.4314248,-175.2156564
1017,-167.4148626,-204.8641226,-175.3912427
1018,-168.9533811,-205.0051274,-175.4061894
1019,-168.270566,-204.5416398,-177.1519008
1020,-168.7945894,-200.0901504,-177.3926991
1021,-169.2065517,-199.7071356,-177.7309106
1022,-171.1427709,-199.0801061,-178.2497197
1023,-172.5950899,-199.0618131,-178.3408918
1024,-172.9885263,-198.5760357,-181.5058328
1025,-173.7750631,-198.671596,-181.1826855
1026,-172.7173861,-198.2252235,-180.5484033
1027,-172.8146107,-198.4211666,-181.4790241
1028,-172.2625541,-195.790015,-181.5113178
1029,-174.202631,-190.854834,-180.8891872
1030,-174.1628855,-186.1634688,-182.6693985
1031,-174.0434424,-182.3995297,-182.4549263
1032,-173.8697646,-178.6004986,-182.0673434
1033,-174.6803823,-175.4420691,-182.3125884
1034,-175.8534015,-175.3258504,-182.3420534
1035,-176.9496717,-175.1580824,-182.3355643
1036,-172.9531254,-174.694385,-182.3197048
1037,-172.4109818,-174.6043138,-184.0090505
1038,-176.1723305,-174.8022909,-182.5242315
1039,-175.5643431,-175.6581763,-182.4782781
1040,-173.269605,-173.8993314,-183.7813583
1041,-171.8641449,-174.0388982,-184.2215633
1042,-170.9992926,-173.9710238,-184.2765364
1043,-170.0423839,-176.2549374,-184.7839066
1044,-169.4648221,-177.4356338,-184.8333302
1045,-170.1250231,-176.2101387,-185.6795566
1046,-172.3474314,-177.9407903,-186.0889044
1047,-173.114702,-178.2990477,-184.6652171
1048,-173.6309096,-182.0831283,-184.3755929
1049,-177.1001968,-181.8166913,-183.8520877
1050,-181.8734728,-181.9356241,-184.4872371
1051,-183.1433531,-185.176076,-184.7650916
1052,-183.2449805,-186.5977871,-185.0978567
1053,-184.2118499,-186.4675319,-183.3184121
1054,-185.5820737,-186.2588562,-179.5908978
1055,-185.3453083,-186.1349956,-179.4339791
1056,-186.2784832,-185.9448414,-175.5185792
1057,-185.7971244,-188.1997842,-172.2830073
1058,-184.1103774,-187.8846374,-168.8592967
1059,-183.2807108,-187.2718345,-167.5538162
1060,-183.5023955,-188.6142539,-165.5853541
1061,-185.5038395,-188.7112686,-165.6315474
1062,-187.0799846,-188.6289423,-166.1161795
1063,-186.5954491,-190.7214193,-164.474595
1064,-186.3254641,-191.8655122,-159.6417018
1065,-186.3356394,-196.768652,-159.1357054
1066,-185.3904301,-198.2782479,-160.3679072
1067,-184.3983419,-198.1969938,-159.9721185
1068,-182.4435793,-198.4016148,-159.4936234
1069,-189.0460367,-198.6023292,-158.933778
1070,-192.1985074,-198.2441289,-159.0779904
1071,-192.5937236,-197.8938217,-159.54083
1072,-191.7117363,-198.1952223,-158.8985343
1073,-191.4113685,-198.4600209,-158.9283953
1074,-187.5758183,-197.4696129,-158.4924899
1075,-185.194842,-198.0746263,-155.2809886
1076,-184.5108553,-195.1372474,-158.7829511
1077,-187.6212621,-197.9591189,-158.6985232
1078,-188.2116456,-202.178052,-155.7284133
1079,-187.3567717,-202.6318634,-156.0445372
1080,-184.6924008,-203.2523333,-156.1547634
1081,-184.5642959,-203.3817643,-155.4769833
1082,-182.3891539,-203.528805,-155.8720465
1083,-182.544423,-202.3029796,-156.3127962
1084,-182.8410178,-202.0091551,-156.3165409
1085,-182.0751157,-201.7674695,-154.7741886
1086,-186.0640642,-197.353333,-152.3926277
1087,-186.5905797,-198.0348706,-152.013679
1088,-186.5220605,-198.0167828,-150.5289015
1089,-186.8424771,-197.7983362,-148.4534566
1090,-186.8230325,-198.2731289,-147.6866544
1091,-190.6486705,-196.4002636,-148.7228851
1092,-189.1463564,-194.0062493,-148.3938103
1093,-189.2484099,-193.6733757,-149.1501111
1094,-188.2075207,-192.6613842,-145.8503303
1095,-188.5753922,-192.6210913,-147.1684769
1096,-190.5650463,-192.6758557,-148.6681332
1097,-190.6349066,-192.5433468,-147.9642929
1098,-190.6796695,-185.5933226,-147.0912057
1099,-189.6268278,-185.4460139,-147.6247211
1100,-189.4800237,-185.6573115,-147.5678155
1101,-192.9493228,-185.1065499,-147.6848448
1102,-192.6299777,-185.2569898,-147.8738762
1103,-192.5745346,-185.2417654,-147.0990362
1104,-193.3395819,-184.5127508,-146.7116905
1105,-192.3171194,-184.2303224,-146.799968
1106,-191.0635037,-182.5525604,-146.5933977
1107,-186.4437807,-183.0560702,-147.0630828
1108,-183.8193861,-180.1888035,-147.4615758
1109,-183.5117622,-178.71058,-147.7958895
1110,-183.5247222,-173.5711982,-147.8378949
1111,-182.8346205,-172.4515558,-148.1624362
1112,-183.0736247,-170.7777202,-151.5917034
1113,-182.5785778,-164.5382685,-154.3845642
1114,-183.2642145,-162.1885974,-154.3467953
1115,-183.2981362,-162.5776757,-160.350405
1116,-183.7963364,-162.4412162,-160.8071769
1117,-184.6905742,-162.9016412,-160.4145515
1118,-182.8710572,-162.8326989,-159.9902813
1119,-182.2384565,-162.6372882,-159.6984784
1120,-181.782108,-161.8254104,-159.3104285
1121,-181.4394167,-162.8691311,-159.028882
1122,-182.2474896,-162.572098,-157.2770227
1123,-180.2644511,-162.5296808,-157.7553839
1124,-180.3987271,-162.8064082,-154.2251674
1125,-178.9085741,-164.8655733,-154.3493085
1126,-179.6665374,-165.2754078,-154.3493359
1127,-179.1998402,-165.3419864,-153.7879462
1128,-179.1167363,-166.6018785,-153.2256974
1129,-177.0235355,-166.7506853,-154.6943387
1130,-176.0703305,-167.5488848,-153.3112042
1131,-176.2851913,-168.8674969,-153.826715
1132,-177.8106489,-169.3314063,-154.5414311
1133,-178.0981434,-169.290687,-155.1453674
1134,-177.4570752,-169.2409596,-155.0006502
1135,-176.04872,-169.738263,-155.0378642
1136,-176.2094154,-170.5802147,-155.2479173
1137,-175.826661,-170.9213448,-153.8245177
1138,-172.5934071,-170.8342514,-155.9923957
1139,-173.6170071,-170.7144825,-155.5870449
1140,-175.8304256,-172.5070631,-153.653247
1141,-177.2048717,-172.4146021,-153.4843516
1142,-178.1121815,-172.7135045,-153.453712
1143,-179.0918126,-170.9833937,-153.2236787
1144,-179.2338232,-170.0873497,-155.4867592
1145,-178.9038864,-170.169424,-156.8355744
1146,-175.352737,-165.9828273,-160.1411228
1147,-174.5862584,-166.1394697,-161.3160306
1148,-173.939044,-162.9522443,-161.5687606
1149,-170.0762663,-162.8746582,-161.8333782
1150,-166.5432129,-163.6032463,-161.7986786
1151,-165.6387152,-161.0466947,-161.6344545
1152,-165.8597181,-162.0422056,-161.3288033
1153,-165.4209256,-161.7853644,-160.7402673
1154,-165.3458521,-162.4700284,-159.2679019
1155,-165.4028512,-162.5631777,-159.607119
1156,-166.7222397,-162.610629,-159.4693929
1157,-167.0574516,-160.6709569,-160.4874161
1158,-167.9226857,-161.2275581,-160.1892704
1159,-168.9979738,-167.1724214,-159.8243276
1160,-169.3057698,-164.7295547,-161.0810177
1161,-167.1724304,-164.4608529,-160.8738399
1162,-165.537379,-168.6437068,-160.9849648
1163,-165.4540129,-167.0558897,-161.4846877
1164,-165.5978571,-168.3966924,-161.5401993
1165,-165.38388,-163.8818849,-161.8823183
1166,-164.6723833,-163.2668805,-160.4717739
1167,-167.9124958,-162.5439248,-160.0904627
1168,-167.2569507,-162.9481949,-160.5517891
1169,-159.5381503,-162.8429266,-160.8024296
1170,-158.1383356,-163.0926605,-160.2925869
1171,-157.5922242,-163.1922347,-160.6782786
1172,-158.3315737,-167.4877897,-160.4066731
1173,-157.9159541,-167.6734407,-159.2798255
1174,-158.490584,-167.7517909,-160.1441306
1175,-161.5868984,-167.4653443,-159.9515481
1176,-162.0123334,-168.4863883,-156.4867918
1177,-159.3616229,-163.0382928,-157.1476461
1178,-159.6395568,-158.7783971,-157.3103582
1179,-159.2637009,-158.0345977,-157.1316661
1180,-159.3652623,-158.0568549,-155.9097036
1181,-160.3131366,-157.7665251,-156.3140092
1182,-163.1782388,-157.0965949,-156.1682379
1183,-162.0421524,-156.685338,-155.761233
1184,-162.2044042,-156.5654298,-155.4750102
1185,-162.4917858,-156.8898966,-156.5439275
1186,-157.8302522,-157.1533565,-156.1897187
1187,-157.5398553,-156.9756428,-156.1401835
1188,-157.0601278,-159.7491741,-156.5368144
1189,-156.240044,-164.11384,-156.9368039
1190,-159.3248196,-163.8463552,-157.3863235
1191,-156.4222471,-163.567792,-156.8922198
1192,-157.2954356,-163.367743,-157.0942845
1193,-157.4193116,-167.2158498,-155.7693553
1194,-158.0096142,-169.3066297,-154.0104221
1195,-157.8445994,-169.048616,-152.5380378
1196,-155.2617111,-167.4067421,-153.0378654
1197,-155.195816,-167.7229029,-153.234627
1198,-155.4178683,-167.9614861,-153.7197796
1199,-156.529295,-169.8256447,-153.4532458
1200,-154.516399,-169.6562784,-153.1788802
1201,-151.9414831,-171.9731826,-152.8570524
1202,-151.7813146,-172.8067202,-152.5670303
1203,-151.9859109,-173.3370138,-154.1547035
1204,-151.1187641,-174.1571601,-153.9601154
1205,-153.367452,-173.47862,-153.4108774
1206,-154.9278887,-175.1889535,-153.5917137
1207,-155.454662,-174.7630759,-153.0900666
1208,-155.719763,-176.1757586,-153.2282455
1209,-155.6882321,-176.1428072,-153.0625402
1210,-155.795928,-176.2536559,-155.8900914
1211,-156.5113762,-175.9324471,-156.659762
1212,-156.0402255,-175.6150767,-153.1608546
1213,-156.2839789,-176.0277772,-151.0315594
1214,-157.0821505,-176.4315672,-151.3040676
1215,-157.3049564,-180.248039,-145.360202
1216,-157.1352189,-179.5407585,-143.0511222
1217,-156.5803958,-179.2460978,-143.41461
