,1,37,42
1,-200,-1000,-1000
2,-200,-1000,-1000
3,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-1000
,-200,-1000,-998.475
,-200,-1000,-998.5121951
,-200,-1000,-998.547619
,-200,-1000,-998.5813953
,-200,-1000,-998.6136364
,-200,-1000,-998.6444444
,-200,-1000,-998.673913
,-200,-1000,-998.7021277
,-200,-1000,-998.7291667
,-200,-1000,-998.755102
,-200,-1000,-998.78
,-200,-1000,-998.8039216
,-200,-1000,-998.8269231
,-200,-1000,-998.8490566
,-200,-1000,-998.8703704
,-200,-1000,-998.8909091
,-200,-1000,-998.9107143
,-200,-1000,-998.9298246
,-200,-1000,-998.9482759
,-200,-1000,-996.4745763
,-200,-1000,-996.5333333
,-200,-1000,-993.4262295
,-200,-1000,-993.5322581
,-200,-1000,-993.6349206
,-200,-1000,-993.734375
,-200,-1000,-993.8307692
,-200,-1000,-993.9242424
,-200,-1000,-992.7462687
,-200,-1000,-989.1176471
,-200,-1000,-986
,-200,-1000,-981.2
,-200,-1000,-974.4366197
,-200,-1000,-974.7916667
,-200,-1000,-965.6986301
,-200,-1000,-961.8648649
,-200,-1000,-962.3733333
,-200,-1000,-955.5526316
,-200,-1000,-956.1298701
,-200,-1000,-953.2564103
,-200,-1000,-951.8101266
,-200,-1000,-946.2875
,-200,-1000,-944.4691358
,-200,-1000,-943.0609756
,-200,-997.939759,-936.4457831
,-200,-997.9642857,-935.702381
,-200,-997.9882353,-936.4588235
,-200,-998.0116279,-929.3139535
,-200,-998.0344828,-923.1149425
,-200,-998.0568182,-923.9886364
,-200,-998.0786517,-922.752809
,-200,-998.1,-922.1111111
,-200,-998.1208791,-922.967033
,-200,-998.1413043,-917.8913043
,-200,-998.1612903,-913.4623656
,-200,-998.1808511,-905.8404255
,-200,-998.2,-898.7473684
,-200,-998.21875,-897.7083333
,-200,-998.2371134,-898.7628866
,-200,-998.255102,-893.1632653
,-200,-998.2727273,-894.2424242
,-200,-998.29,-895.3
,-200,-998.29,-889.15
,-200,-998.29,-881.8
,-200,-998.29,-874.82
,-200,-998.29,-874.82
,-200,-998.29,-873.34
,-200,-998.29,-865.83
,-200,-998.29,-862.92
,-200,-998.29,-862.92
,-200,-998.29,-855.73
,-200,-998.29,-851.92
,-200,-998.29,-845.06
,-200,-998.29,-842.16
,-200,-998.29,-838.41
,-200,-998.29,-835.63
,-200,-998.29,-834.34
,-200,-998.29,-834.34
,-200,-998.29,-834.01
,-200,-998.29,-830.25
,-200,-998.29,-822.33
,-200,-998.29,-818
,-200,-998.29,-818
,-200,-998.29,-818
,-200,-998.29,-817.03
,-200,-998.29,-810.88
,-200,-998.29,-802.87
,-200,-998.29,-796.42
,-200,-994.23,-790.73
,-200,-991.32,-784.12
,-200,-991.32,-779.32
,-200,-991.32,-772.82
,-200,-991.32,-765.3
,-200,-991.32,-765.3
,-200,-991.32,-765.3
,-200,-991.32,-763.73
,-200,-991.32,-757
,-200,-991.32,-749.51
,-200,-991.32,-744.08
,-200,-987.61,-744.08
,-200,-987.61,-738.49
,-200,-980.42,-739.1
,-200,-978.25,-739.1
,-200,-973.37,-739.1
,-200,-970.59,-735.46
