,1,37,42,
1,-125.3474078,-217.2588287,-480.5657475,-274.3906613
2,-344.3420817,-178.4610544,-344.3720497,
3,-363.7275665,-141.3586311,-315.081795,
,-338.3895539,-197.3268088,-273.3212697,
,-370.714004,-209.4966651,-287.1084205,
,-312.0662313,-249.2855157,-298.1372714,
,-306.7459452,-276.4354566,-284.1779262,
,-299.0446858,-245.8467032,-261.3581174,
,-309.7692606,-216.4820994,-264.8359955,
,-311.6166755,-193.9920205,-257.9132898,
,-302.7542668,-211.7711401,-267.7127846,
,-289.9701953,-208.8253079,-261.9392942,
,-275.210771,-211.4575418,-253.7665196,
,-266.7837198,-207.6175835,-251.0534381,
,-249.865399,-203.5799329,-242.680634,
,-238.4668932,-194.081369,-236.66523,
,-230.5119914,-186.5403174,-231.7699974,
,-220.8278883,-186.7474802,-230.105642,
,-211.1454848,-189.5380861,-221.66372,
,-207.3422539,-180.3203482,-221.030105,
,-202.6220472,-173.4564854,-223.3775149,
,-197.7322824,-173.9729621,-220.1853672,
,-197.4047128,-183.2150604,-225.4670992,
,-191.5591778,-190.2912207,-220.5752863,
,-186.0133393,-191.2060694,-218.7491199,
,-186.0858732,-193.8638455,-216.7018532,
,-180.2253582,-197.3053591,-225.8727693,
,-174.602087,-205.4796307,-231.9220515,
,-169.3440419,-198.9903857,-240.1123835,
,-168.4580557,-201.0134982,-239.1070813,
,-164.4790864,-202.7888578,-244.4063213,
,-161.8442682,-203.5699282,-251.2631752,
,-157.8206363,-197.577716,-246.7609768,
,-155.6869169,-194.0502023,-254.8048022,
,-153.3523949,-192.5918197,-250.6174008,
,-150.9866802,-196.7824555,-249.0233916,
,-146.5609749,-197.7756142,-251.6258953,
,-146.2821777,-194.8312724,-251.6985291,
,-144.3479679,-195.8847297,-247.5338789,
,-146.7065598,-197.3226132,-244.9534512,
,-144.1048152,-194.1436946,-242.1871603,
,-144.6513826,-193.5848446,-238.5997989,
,-144.6917961,-190.9669183,-237.7343357,
,-147.8554748,-195.0033112,-243.4912144,
,-144.6687174,-189.7975375,-240.8484219,
,-143.7233375,-189.4173113,-244.8862516,
,-143.2897298,-189.2996665,-244.2304929,
,-143.9683121,-188.7429997,-242.7738022,
,-142.6005003,-191.2514049,-240.8045969,
,-142.3279035,-195.4925395,-241.0089603,
,-141.5144914,-197.9612942,-243.8147644,
,-139.3646981,-193.5148767,-242.3389698,
,-138.1583433,-194.1981675,-240.0406043,
,-137.7122818,-195.489042,-241.1776326,
,-135.6480713,-192.4348022,-243.5514109,
,-140.2015894,-191.614632,-246.6605077,
,-139.653188,-194.0291676,-249.1935645,
,-138.9757393,-195.286632,-247.6319763,
,-138.1003928,-197.379631,-246.0466976,
,-135.5399824,-199.6733226,-248.8257081,
,-133.4909856,-200.1712104,-250.3800115,
,-131.8977325,-200.6787337,-246.2867069,
,-132.3964046,-200.2868078,-246.485519,
,-132.2196823,-202.3897442,-246.417478,
,-132.3632307,-202.0301103,-245.769276,
,-131.4818743,-201.3573793,-249.0861599,
,-131.2804716,-200.3388281,-248.7502286,
,-130.316234,-200.2304237,-249.6874306,
,-129.0757698,-199.207915,-249.3436236,
,-129.0179124,-198.8465931,-249.4751646,
,-127.7094262,-202.1468306,-248.6685103,
,-126.6542672,-200.4311741,-248.71254,
,-125.7539653,-200.1269199,-247.014469,
,-124.0377363,-199.557268,-246.144834,
,-125.5443776,-200.1535513,-245.3997443,
,-124.3635369,-200.7866717,-244.526347,
,-124.4854167,-201.7488689,-242.992038,
,-123.054401,-200.8769696,-242.3740954,
,-122.5202798,-202.0998911,-241.1771817,
,-122.1003728,-200.0347519,-239.9893336,
,-121.2615027,-200.4876949,-238.035544,
,-120.1198982,-199.6260256,-238.2970789,
,-120.0063997,-198.0164629,-237.2294934,
,-119.3992273,-198.8332752,-237.0164248,
,-118.6927989,-197.5295878,-235.9931871,
,-117.3608549,-196.5632931,-235.5337806,
,-115.7223146,-196.0884394,-234.9055165,
,-115.402313,-196.8848321,-234.666737,
,-114.719051,-196.4627626,-234.6091484,
,-114.6431886,-197.4384989,-233.3996402,
,-114.2800141,-197.9525283,-231.4348206,
,-113.9352506,-199.1244563,-231.984166,
,-113.1375035,-198.1850421,-231.6759443,
,-112.5408664,-198.2402159,-230.7744295,
,-112.3809581,-199.5345475,-229.6474745,
,-112.583222,-198.2928119,-229.2658722,
,-113.9656897,-197.9492108,-228.3116098,
,-113.5506972,-197.9533428,-227.3610213,
,-112.7037563,-196.6087579,-227.4829018,
,-112.3299038,-197.6627345,-226.0198316,
,-111.2849488,-196.7491502,-224.0266134,
,-109.0895903,-196.9159973,-225.0924028,
,-107.2305017,-198.3181396,-224.5922239,
,-105.5378891,-196.7766607,-225.8063939,
,-101.8617601,-196.1709742,-223.7690911,
,-101.5946073,-192.9294316,-221.5704932,
,-99.0169831,-189.3681113,-219.9758159,
,-96.96985507,-190.7419359,-219.9281854,
,-95.50800621,-192.6946802,-218.477584,
,-92.44544072,-194.3585087,-217.9558605,
,-90.87548079,-190.96999,-216.4167006,
,-89.79189023,-189.9448027,-216.2037116,
,-88.8330916,-188.8210926,-215.8334309,
,-87.31204722,-189.0849084,-215.7820315,
,-87.7284027,-187.4850667,-215.0122252,
,-86.92177558,-187.9900854,-214.9818705,
,-86.20889531,-188.298501,-215.3375216,
,-85.35321069,-187.4436414,-213.3572117,
,-85.1869677,-186.3807751,-215.4191812,
,-83.93010933,-188.2008921,-213.5625265,
,-83.00162737,-189.0143364,-212.9737402,
,-82.53615515,-188.065272,-212.1403931,
,-81.80329488,-184.8199905,-211.4200811,
,-81.51157701,-183.3405027,-211.7527597,
,-81.2137902,-183.2539329,-209.9105212,
,-79.98183336,-181.7157205,-209.7839445,
,-79.92658079,-179.5927808,-206.4804522,
,-79.55009694,-176.4179529,-204.5631711,
,-80.09287926,-176.3807867,-201.0321538,
,-78.96291972,-175.4047277,-200.4163253,
,-78.41761535,-172.5248613,-197.1220795,
,-77.59532069,-172.1973881,-192.4575177,
,-77.58207082,-172.969608,-193.5087338,
,-76.66807772,-173.7895051,-188.0571579,
,-75.86897824,-172.6757261,-188.0102192,
,-75.40482708,-169.3298525,-185.7825633,
,-76.4580132,-168.7838471,-182.7904559,
,-76.66097847,-168.71419,-180.5694993,
,-75.81780463,-169.4576214,-183.1349528,
,-73.90199645,-169.1208423,-184.253279,
,-73.07150286,-169.2232988,-182.9060616,
,-73.48373295,-168.2690985,-181.6994925,
,-73.04374339,-168.2818624,-179.980487,
,-72.68375741,-165.4620298,-175.954001,
,-72.96337066,-166.3495201,-174.3475905,
,-73.96365845,-166.8755575,-169.5516976,
,-74.08618707,-165.4781454,-167.4907865,
,-72.62606891,-165.0387206,-164.6611301,
,-72.27225221,-162.4020738,-165.6968576,
,-72.94411999,-159.6224904,-163.0208665,
,-73.92082225,-157.5211424,-160.3080977,
,-74.00143565,-156.8445855,-158.229859,
,-73.17334563,-152.5439074,-159.5558358,
,-72.45890044,-151.3271438,-156.5095176,
,-72.20117168,-151.734186,-153.0594014,
,-68.55160851,-151.8864395,-149.8277796,
