,1,37,42
1,-394.0726386,-344.9049071,-405.1874964
2,-259.5930071,-339.0207562,-211.3683358
3,-254.3891032,-242.2111963,-301.7990374
,-265.9037714,-256.9029655,-290.490284
,-265.4961692,-285.5517795,-260.5575107
,-252.2048704,-313.7227398,-257.8762529
,-271.0367867,-319.0132125,-255.9015966
,-245.2504987,-291.2722314,-275.9084145
,-235.9133854,-272.9855566,-244.5269232
,-225.9072364,-277.3320783,-241.1724695
,-214.5507393,-260.3473293,-270.4417961
,-195.7081067,-242.2397287,-267.5647961
,-181.5962156,-229.1144525,-244.976772
,-166.9773787,-220.1251823,-236.450573
,-180.2525789,-220.5364984,-231.2666853
,-189.6002118,-225.7316299,-219.5140629
,-187.7195522,-218.1099398,-214.0995476
,-187.241874,-218.5715095,-213.303996
,-178.9430705,-214.3141673,-212.0463181
,-177.9441763,-212.9792761,-205.2995988
,-184.2920459,-213.5964536,-201.7043248
,-180.4084041,-207.4366557,-207.3027791
,-184.8468787,-201.7399672,-200.1888182
,-185.1239511,-194.0898602,-212.5937589
,-188.4205577,-186.8455942,-210.7823798
,-187.5554864,-190.0566236,-206.7221379
,-188.3184806,-194.7794563,-212.675867
,-187.4069652,-202.2869005,-205.1412446
,-187.5373882,-203.1653725,-201.3026471
,-182.9044021,-203.3124687,-195.6944852
,-183.7317395,-209.5226194,-199.9806263
,-182.8314796,-201.4081504,-198.2978616
,-183.3057343,-200.0469178,-200.6299323
,-182.4399269,-201.2925294,-202.8117737
,-181.2379653,-199.4671069,-201.5645627
,-177.421321,-197.6057353,-198.3577174
,-177.8126594,-200.9178252,-196.3107279
,-175.4924045,-199.7749769,-194.111775
,-173.1071701,-202.5397885,-193.8922296
,-171.3593461,-201.7393999,-193.2390506
,-173.4980008,-202.570025,-197.267397
,-169.6330945,-206.5641095,-192.0738796
,-165.4298817,-206.4976472,-193.9328976
,-164.2148919,-206.2528233,-190.9555327
,-163.0199775,-207.2960253,-193.8691334
,-159.8013611,-206.3678906,-192.6895994
,-158.3691562,-205.5723471,-191.8822865
,-155.7028864,-204.6933779,-195.9470129
,-155.7388969,-204.2049747,-192.5541078
,-154.0756124,-203.2945873,-193.8166483
,-150.2923221,-200.8288903,-192.3204486
,-149.4756421,-199.4538874,-192.2036817
,-145.8819768,-199.623938,-189.9811826
,-145.4165495,-201.4620307,-193.4265511
,-144.1390133,-200.3253161,-193.2655808
,-142.6635858,-200.8759739,-194.2726402
,-142.3000395,-205.5231838,-194.0647098
,-141.1346715,-206.8556597,-196.4599516
,-140.0988724,-207.274404,-198.4521161
,-138.7676805,-205.8082648,-196.1143377
,-137.1920153,-203.9872423,-196.7077266
,-135.4091999,-203.0084485,-195.4807549
,-136.3667721,-201.641608,-194.0661723
,-135.3978549,-199.8346096,-192.5460802
,-137.5597332,-199.1007921,-194.3566101
,-136.1190018,-197.0167084,-195.3577214
,-135.0179302,-197.6235469,-196.4579372
,-134.1204024,-197.9398034,-195.3556641
