,1,37,42
1,-200,-1000,-1000
2,-200,-1000,-1000
3,-200,-1000,-1000
,-200,-914.5,-1000
,-200,-931.6,-1000
,-200,-943,-1000
,-200,-951.1428571,-1000
,-200,-957.25,-1000
,-200,-962,-1000
,-200,-965.8,-1000
,-200,-968.9090909,-1000
,-200,-971.5,-1000
,-200,-973.6923077,-1000
,-200,-975.5714286,-1000
,-200,-977.2,-1000
,-200,-972.25,-1000
,-200,-956.8823529,-1000
,-200,-931.1666667,-1000
,-200,-934.7894737,-1000
,-200,-927.25,-1000
,-200,-930.7142857,-1000
,-200,-933.8636364,-1000
,-200,-919.2608696,-1000
,-200,-916.3333333,-1000
,-200,-919.68,-1000
,-200,-906.4615385,-1000
,-200,-905.6666667,-1000
,-200,-884.5714286,-1000
,-200,-888.5517241,-1000
,-200,-892.2666667,-1000
,-200,-887.3548387,-1000
,-200,-890.875,-1000
,-200,-878.0909091,-1000
,-200,-878.9705882,-1000
,-200,-861.1714286,-1000
,-200,-862.5,-1000
,-200,-866.2162162,-1000
,-200,-869.7368421,-1000
,-200,-867.8205128,-1000
,-200,-871.125,-1000
,-200,-874.2682927,-1000
,-200,-877.2619048,-1000
,-200,-877.4418605,-1000
,-200,-876.9090909,-1000
,-200,-879.6444444,-1000
,-200,-870.2608696,-1000
,-200,-859.7659574,-1000
,-200,-849.5833333,-1000
,-200,-842.122449,-1000
,-200,-829.5,-1000
,-200,-822.9019608,-1000
,-200,-818.4807692,-1000
,-200,-812.3207547,-1000
,-200,-815.7962963,-1000
,-200,-819.1454545,-1000
,-200,-815.6428571,-1000
,-200,-806.6491228,-1000
,-200,-801.9482759,-1000
,-200,-794.2881356,-1000
,-200,-790.4333333,-1000
,-200,-793.8688525,-1000
,-200,-797.1935484,-1000
,-200,-798.5079365,-1000
,-200,-797.53125,-1000
,-200,-790.7538462,-1000
,-200,-785.1212121,-1000
,-200,-778.2686567,-1000
,-200,-773.5,-1000
,-200,-771.0434783,-1000
,-200,-771.6285714,-1000
,-200,-765.8169014,-1000
,-200,-758.9166667,-1000
,-200,-751.7671233,-1000
,-200,-751.5,-1000
,-200,-754.8133333,-1000
,-200,-751.4078947,-1000
,-200,-745.3506494,-1000
,-200,-748.6153846,-1000
,-200,-742.7468354,-1000
,-200,-735.5,-1000
,-200,-738.7654321,-1000
,-200,-738.7195122,-1000
,-200,-735.5301205,-1000
,-200,-736.1666667,-1000
,-200,-731.2235294,-1000
,-200,-731.9651163,-1000
,-200,-726.4942529,-1000
,-200,-729.6022727,-1000
,-200,-732.6404494,-1000
,-200,-734.0333333,-1000
,-200,-729.6703297,-1000
,-200,-730.1521739,-1000
,-200,-732.5376344,-1000
,-200,-735.3829787,-1000
,-200,-734.1157895,-1000
,-200,-731.0833333,-1000
,-200,-730.2886598,-1000
,-200,-728.7346939,-1000
,-200,-731.4747475,-1000
,-200,-729.14,-1000
,-200,-723.43,-1000
,-200,-716.04,-1000
,-200,-710.1,-1000
,-200,-707.01,-1000
,-200,-700.86,-1000
,-200,-697.84,-1000
,-200,-693.68,-1000
,-200,-687.11,-1000
,-200,-684.5,-1000
,-200,-676.47,-1000
,-200,-673.53,-1000
,-200,-666.01,-1000
,-200,-664.09,-1000
,-200,-656.59,-1000
,-200,-648.31,-1000
,-200,-647.63,-1000
,-200,-644.02,-1000
,-200,-641.5,-1000
,-200,-635.61,-1000
,-200,-630.47,-1000
,-200,-622.87,-1000
,-200,-621.21,-1000
,-200,-620.53,-1000
,-200,-614.16,-1000
,-200,-608.73,-1000
,-200,-604.67,-1000
,-200,-599.23,-1000
,-200,-597.94,-1000
,-200,-592.36,-1000
,-200,-584.17,-1000
,-200,-580.21,-1000
,-200,-574.82,-1000
,-200,-576.68,-1000
,-200,-577.6,-1000
,-200,-579.23,-1000
,-200,-574.59,-1000
,-200,-574.59,-1000
,-200,-573.87,-1000
,-200,-567.77,-1000
,-200,-564.22,-1000
,-200,-555.73,-1000
,-200,-547.69,-1000
,-200,-541.34,-1000
